,Region,Species in Data,Species in Underlying Population,Species in Data_prediction,Species in Data_residuals,Species in Data_highlight_high,Species in Data_highlight_low,R2
29,TRT,1,2569,1.6255810157364778,-0.6255810157364778,False,False,0.5530235197956834
18,ELS,2,3546,1.7393750252581421,0.26062497474185786,False,False,0.5530235197956834
5,BLZ,3,3641,1.7504399494183858,1.2495600505816142,True,False,0.5530235197956834
27,HAI,1,3714,1.758942470088889,-0.7589424700888889,False,False,0.5530235197956834
26,DOM,1,3967,1.7884101102209065,-0.7884101102209065,False,False,0.5530235197956834
23,SUR,2,4495,1.849907793974682,0.15009220602531803,False,False,0.5530235197956834
21,FRG,2,5161,1.9274787359822851,0.07252126401771486,False,False,0.5530235197956834
28,PAR,1,5347,1.9491426927591835,-0.9491426927591835,False,False,0.5530235197956834
11,NIC,3,5892,2.0126204155732133,0.9873795844267867,False,False,0.5530235197956834
25,CUB,2,6155,2.0432527845642037,-0.04325278456420367,False,False,0.5530235197956834
22,GUY,2,6369,2.0681779821462265,-0.0681779821462265,False,False,0.5530235197956834
17,HON,2,6712,2.108128182009001,-0.10812818200900098,False,False,0.5530235197956834
14,MXN,2,7047,2.1471465987845972,-0.14714659878459724,False,False,0.5530235197956834
16,MXC,2,7540,2.2045677315319674,-0.2045677315319674,False,False,0.5530235197956834
6,MXG,3,7912,2.247895645085764,0.7521043549142359,False,False,0.5530235197956834
19,GUA,2,8358,2.299842552195961,-0.2998425521959609,False,False,0.5530235197956834
10,MXT,3,9348,2.41515070923429,0.5848492907657099,False,False,0.5530235197956834
24,BZC,2,9971,2.4877133171483092,-0.48771331714830923,False,False,0.5530235197956834
9,PAN,3,10198,2.514152662246997,0.48584733775300304,False,False,0.5530235197956834
20,COS,2,10799,2.5841528666712756,-0.5841528666712756,False,False,0.5530235197956834
15,MXE,2,11401,2.6542695439814517,-0.6542695439814517,False,False,0.5530235197956834
7,BZE,3,11594,2.676748810959631,0.3232511890403691,False,False,0.5530235197956834
0,BZN,4,13576,2.907598070808084,1.092401929191916,False,False,0.5530235197956834
12,MXS,3,14194,2.979578314292617,0.02042168570738312,False,False,0.5530235197956834
4,BOL,3,14896,3.061342280192523,-0.06134228019252319,False,False,0.5530235197956834
3,VEN,4,16340,3.2295291274282274,0.7704708725717726,False,False,0.5530235197956834
1,BZL,4,18428,3.472724513181795,0.5272754868182048,False,False,0.5530235197956834
13,ECU,3,18482,3.4790140490202495,-0.47901404902024947,False,False,0.5530235197956834
8,PER,3,20876,3.757850137858391,-0.7578501378583908,False,False,0.5530235197956834
2,CLM,4,25181,4.259265911646278,-0.25926591164627766,False,False,0.5530235197956834
