,Region,Species in Data,Species in Underlying Population,Species in Data_prediction,Species in Data_residuals,Species in Data_highlight_high,Species in Data_highlight_low,R2
40,CPI,1,210,1.4950920127632839,-0.49509201276328385,False,False,0.0002882103530310598
13,AMU,2,1445,1.4975489568102018,0.5024510431897982,False,False,0.0002882103530310598
25,CTA,1,1533,1.497724026507472,-0.49772402650747205,False,False,0.0002882103530310598
26,IRK,1,1727,1.498109975612818,-0.498109975612818,False,False,0.0002882103530310598
24,BRY,1,1855,1.498364622445211,-0.49836462244521096,False,False,0.0002882103530310598
8,KHA,2,1872,1.4983984427276382,0.5016015572723618,False,False,0.0002882103530310598
44,YAK,1,1877,1.4984083898695286,-0.4984083898695286,False,False,0.0002882103530310598
12,PRM,2,2119,1.4988898315370218,0.5011101684629782,False,False,0.0002882103530310598
14,CHM,2,2481,1.4996100046098837,0.5003899953901163,False,False,0.0002882103530310598
29,TRT,1,2569,1.499785074307154,-0.4997850743071539,False,False,0.0002882103530310598
2,CHI,3,2783,1.5002108119800612,1.4997891880199388,True,False,0.0002882103530310598
27,MON,1,3010,1.5006624122218832,-0.5006624122218832,False,False,0.0002882103530310598
6,KOR,2,3242,1.5011239596055959,0.49887604039440414,False,False,0.0002882103530310598
19,BLZ,1,3641,1.5019177415284464,-0.5019177415284464,False,False,0.0002882103530310598
7,SUR,2,4495,1.5036167133633191,0.49638328663668085,False,False,0.0002882103530310598
28,NAT,1,5126,1.504872042669882,-0.5048720426698821,False,False,0.0002882103530310598
11,FRG,2,5161,1.5049416726631146,0.4950583273368854,False,False,0.0002882103530310598
23,ZIM,1,5303,1.5052241714928007,-0.5052241714928007,False,False,0.0002882103530310598
22,TVL,1,5383,1.5053833257630465,-0.5053833257630465,False,False,0.0002882103530310598
18,JAP,1,5509,1.5056339937386833,-0.5056339937386833,False,False,0.0002882103530310598
1,CHN,3,5599,1.5058130422927098,1.4941869577072902,True,False,0.0002882103530310598
34,NIC,1,5892,1.5063959448074846,-0.5063959448074846,False,False,0.0002882103530310598
9,GUY,2,6369,1.5073449021438245,0.49265509785617545,False,False,0.0002882103530310598
38,HON,1,6712,1.508027276077503,-0.5080272760775031,False,False,0.0002882103530310598
36,MXN,1,7047,1.508693734584157,-0.5086937345841569,False,False,0.0002882103530310598
37,MXG,1,7912,1.5104145901311885,-0.5104145901311885,False,False,0.0002882103530310598
4,GUA,2,8358,1.5113018751878082,0.48869812481219177,False,False,0.0002882103530310598
43,BZS,1,8613,1.5118091794242166,-0.5118091794242166,False,False,0.0002882103530310598
5,MXT,2,9348,1.513271409282099,0.4867285907179011,False,False,0.0002882103530310598
20,BZC,1,9971,1.514510823161637,-0.5145108231616371,False,False,0.0002882103530310598
33,PAN,1,10198,1.5149624234034593,-0.5149624234034593,False,False,0.0002882103530310598
41,COS,1,10799,1.51615806985868,-0.5161580698586801,False,False,0.0002882103530310598
17,BZE,2,11594,1.5177396654192468,0.48226033458075324,False,False,0.0002882103530310598
0,CHS,4,11729,1.5180082382502864,2.481991761749714,True,False,0.0002882103530310598
10,VIE,2,11993,1.5185334473420973,0.4814665526579027,False,False,0.0002882103530310598
15,BZN,2,13576,1.521682712464584,0.478317287535416,False,False,0.0002882103530310598
35,MXS,1,14194,1.522912179202232,-0.522912179202232,False,False,0.0002882103530310598
31,BOL,1,14896,1.524308757923638,-0.5243087579236381,False,False,0.0002882103530310598
21,CPP,1,15865,1.5262365140219891,-0.5262365140219891,False,False,0.0002882103530310598
30,VEN,1,16340,1.527181492501573,-0.527181492501573,False,False,0.0002882103530310598
16,BZL,2,18428,1.5313354189549857,0.4686645810450143,False,False,0.0002882103530310598
39,ECU,1,18482,1.5314428480874014,-0.5314428480874014,False,False,0.0002882103530310598
3,CHC,3,20482,1.535421704843544,1.464578295156456,True,False,0.0002882103530310598
32,PER,1,20876,1.536205539624504,-0.536205539624504,False,False,0.0002882103530310598
42,CLM,1,25181,1.5447700287921007,-0.5447700287921007,False,False,0.0002882103530310598
