,family,Species per Family in Data,Species per Family,Species per Family in Data_loess_prediction,Species per Family in Data_residuals,Species per Family in Data_highlight_high,Species per Family in Data_highlight_low,R2
89,Cupressaceae,75,177,6.972760974611849,68.02723902538816,False,False,0.5474457932784171
90,Cyatheaceae,8,816,31.509784390274362,-23.509784390274362,False,False,0.5474457932784171
91,Cycadaceae,5,119,5.734950457151572,-0.7349504571515721,False,False,0.5474457932784171
92,Cymodoceaceae,10,18,3.391804387047556,6.608195612952445,False,False,0.5474457932784171
93,Cynomoriaceae,1,1,2.978694155819028,-1.9786941558190279,False,False,0.5474457932784171
94,Cyperaceae,37,6053,173.94076461056704,-136.94076461056704,False,False,0.5474457932784171
95,Cytinaceae,1,12,3.2467015642921644,-2.2467015642921644,False,False,0.5474457932784171
96,Daphniphyllaceae,9,31,3.7037160937980005,5.2962839062019995,False,False,0.5474457932784171
97,Datiscaceae,1,2,3.003167023968544,-2.003167023968544,False,False,0.5474457932784171
98,Dennstaedtiaceae,12,264,8.242131012159955,3.7578689878400446,False,False,0.5474457932784171
99,Diapensiaceae,1,19,3.4159163982954643,-2.4159163982954643,False,False,0.5474457932784171
100,Dichapetalaceae,2,209,7.5679309305902,-5.5679309305902,False,False,0.5474457932784171
101,Didiereaceae,4,20,3.4400082265463587,0.5599917734536413,False,False,0.5474457932784171
102,Didymochlaenaceae,1,20,3.4400082265463587,-2.4400082265463587,False,False,0.5474457932784171
103,Dilleniaceae,12,616,20.907544378674892,-8.907544378674892,False,False,0.5474457932784171
104,Dioncophyllaceae,3,3,3.027618006157224,-0.027618006157223984,False,False,0.5474457932784171
105,Dioscoreaceae,52,658,23.16834093666325,28.83165906333675,False,False,0.5474457932784171
106,Dipterocarpaceae,34,538,16.597948940381798,17.402051059618202,False,False,0.5474457932784171
107,Droseraceae,5,276,8.337818365885912,-3.337818365885912,False,False,0.5474457932784171
108,Drosophyllaceae,1,1,2.978694155819028,-1.9786941558190279,False,False,0.5474457932784171
109,Ebenaceae,99,813,31.356869116036155,67.64313088396385,False,False,0.5474457932784171
110,Elaeagnaceae,11,107,5.466203594042189,5.533796405957811,False,False,0.5474457932784171
111,Elaeocarpaceae,14,791,30.239645721056082,-16.239645721056082,False,False,0.5474457932784171
112,Ephedraceae,20,76,4.759485523785007,15.240514476214994,False,False,0.5474457932784171
113,Equisetaceae,8,41,3.9414540580248754,4.058545941975124,False,False,0.5474457932784171
114,Ericaceae,129,4709,137.84735294951867,-8.847352949518665,False,False,0.5474457932784171
115,Eriocaulaceae,12,1230,47.15805625137681,-35.15805625137681,False,False,0.5474457932784171
116,Erythroxylaceae,27,283,8.403411263178942,18.596588736821058,False,False,0.5474457932784171
117,Escalloniaceae,4,158,6.582564459442019,-2.582564459442019,False,False,0.5474457932784171
118,Eucommiaceae,1,1,2.978694155819028,-1.9786941558190279,False,False,0.5474457932784171
119,Euphorbiaceae,190,6554,187.4687856434118,2.531214356588208,False,False,0.5474457932784171
120,Eupomatiaceae,1,3,3.027618006157224,-2.027618006157224,False,False,0.5474457932784171
121,Eupteleaceae,1,2,3.003167023968544,-2.003167023968544,False,False,0.5474457932784171
122,Fabaceae,1828,22681,624.7162204143767,1203.2837795856233,True,False,0.5474457932784171
123,Fagaceae,57,1181,45.87258276922025,11.127417230779749,False,False,0.5474457932784171
124,Fouquieriaceae,2,11,3.2224447060861974,-1.2224447060861974,False,False,0.5474457932784171
125,Francoaceae,3,36,3.8228167408978724,-0.8228167408978724,False,False,0.5474457932784171
126,Frankeniaceae,1,84,4.943487537461302,-3.9434875374613023,False,False,0.5474457932784171
127,Garryaceae,5,27,3.6080947809506982,1.3919052190493018,False,False,0.5474457932784171
128,Gelsemiaceae,4,14,3.295152123771474,0.7048478762285262,False,False,0.5474457932784171
129,Gentianaceae,137,1896,64.73917781655274,72.26082218344726,False,False,0.5474457932784171
130,Geraniaceae,32,820,31.7112567011133,0.2887432988867005,False,False,0.5474457932784171
131,Gesneriaceae,25,3979,118.18808335793133,-93.18808335793133,False,False,0.5474457932784171
132,Ginkgoaceae,1,1,2.978694155819028,-1.9786941558190279,False,False,0.5474457932784171
133,Gleicheniaceae,2,164,6.707939897006732,-4.707939897006732,False,False,0.5474457932784171
134,Gnetaceae,13,44,4.012418241748573,8.987581758251427,False,False,0.5474457932784171
135,Goodeniaceae,1,471,13.285583216098205,-12.285583216098205,False,False,0.5474457932784171
136,Griseliniaceae,1,7,3.1252040518453024,-2.1252040518453024,False,False,0.5474457932784171
137,Grossulariaceae,7,198,7.374603354930918,-0.374603354930918,False,False,0.5474457932784171
138,Gunneraceae,1,65,4.504689984959902,-3.504689984959902,False,False,0.5474457932784171
139,Gyrostemonaceae,3,20,3.4400082265463587,-0.44000822654635874,False,False,0.5474457932784171
140,Haemodoraceae,14,117,5.690364781195481,8.30963521880452,False,False,0.5474457932784171
141,Haloragaceae,2,169,6.8109840675470315,-4.8109840675470315,False,False,0.5474457932784171
142,Hamamelidaceae,3,115,5.645694497680943,-2.6456944976809433,False,False,0.5474457932784171
143,Hernandiaceae,7,70,4.620763841258772,2.379236158741228,False,False,0.5474457932784171
144,Himantandraceae,1,1,2.978694155819028,-1.9786941558190279,False,False,0.5474457932784171
145,Humiriaceae,1,67,4.551171247757088,-3.551171247757088,False,False,0.5474457932784171
146,Hydrangeaceae,8,226,7.835095649306442,0.1649043506935577,False,False,0.5474457932784171
147,Hydrocharitaceae,11,144,6.283920140854255,4.716079859145745,False,False,0.5474457932784171
148,Hymenophyllaceae,1,593,19.663297641164263,-18.663297641164263,False,False,0.5474457932784171
149,Hypericaceae,63,636,21.98708356840867,41.01291643159133,False,False,0.5474457932784171
150,Hypodematiaceae,2,27,3.6080947809506982,-1.6080947809506982,False,False,0.5474457932784171
151,Hypoxidaceae,3,166,6.749323117965786,-3.749323117965786,False,False,0.5474457932784171
152,Icacinaceae,5,158,6.582564459442019,-1.5825644594420192,False,False,0.5474457932784171
153,Iridaceae,48,2613,83.36136314891188,-35.36136314891188,False,False,0.5474457932784171
154,Irvingiaceae,2,12,3.2467015642921644,-1.2467015642921644,False,False,0.5474457932784171
155,Iteaceae,1,23,3.51216369884579,-2.51216369884579,False,False,0.5474457932784171
156,Juglandaceae,12,84,4.943487537461302,7.056512462538698,False,False,0.5474457932784171
157,Juncaceae,10,530,16.161801623150676,-6.1618016231506765,False,False,0.5474457932784171
158,Juncaginaceae,1,35,3.79903401649738,-2.79903401649738,False,False,0.5474457932784171
159,Lamiaceae,666,8229,232.79983624349336,433.20016375650664,True,False,0.5474457932784171
160,Lardizabalaceae,7,41,3.9414540580248754,3.0585459419751246,False,False,0.5474457932784171
161,Lauraceae,174,3424,102.51732432824404,71.48267567175596,False,False,0.5474457932784171
162,Lecythidaceae,9,395,10.8397961285808,-1.8397961285808009,False,False,0.5474457932784171
163,Lentibulariaceae,2,448,12.412921829875014,-10.412921829875014,False,False,0.5474457932784171
164,Liliaceae,36,805,30.951192015761492,5.048807984238508,False,False,0.5474457932784171
165,Limnanthaceae,2,9,3.1738672308692517,-1.1738672308692517,False,False,0.5474457932784171
166,Linaceae,15,284,8.414525639812519,6.585474360187481,False,False,0.5474457932784171
167,Linderniaceae,3,327,9.278464474485922,-6.278464474485922,False,False,0.5474457932784171
168,Lindsaeaceae,3,270,8.291611994785667,-5.291611994785667,False,False,0.5474457932784171
169,Loasaceae,3,335,9.470639329863133,-6.470639329863133,False,False,0.5474457932784171
170,Loganiaceae,42,504,14.768006229280891,27.231993770719107,False,False,0.5474457932784171
171,Loranthaceae,10,1076,42.89437698329622,-32.89437698329622,False,False,0.5474457932784171
172,Lycopodiaceae,45,463,12.968291599222786,32.03170840077721,False,False,0.5474457932784171
173,Lythraceae,21,701,25.496730877725728,-4.496730877725728,False,False,0.5474457932784171
174,Magnoliaceae,37,382,10.554244529581721,26.445755470418277,False,False,0.5474457932784171
175,Malpighiaceae,7,1494,53.568868086732984,-46.568868086732984,False,False,0.5474457932784171
176,Malvaceae,90,5572,160.98812999640447,-70.98812999640447,False,False,0.5474457932784171
177,Marantaceae,2,589,19.443528154821767,-17.443528154821767,False,False,0.5474457932784171
178,Marattiaceae,2,188,7.187903465522167,-5.187903465522167,False,False,0.5474457932784171
179,Martyniaceae,2,14,3.295152123771474,-1.2951521237714738,False,False,0.5474457932784171
180,Mazaceae,1,49,4.130332643420072,-3.130332643420072,False,False,0.5474457932784171
181,Melanthiaceae,26,192,7.263700325718434,18.736299674281568,False,False,0.5474457932784171
182,Melastomataceae,18,6012,172.8347308148667,-154.8347308148667,False,False,0.5474457932784171
183,Meliaceae,89,772,29.263409493860703,59.736590506139294,False,False,0.5474457932784171
184,Menispermaceae,138,554,17.48907684649837,120.51092315350164,False,False,0.5474457932784171
185,Menyanthaceae,6,73,4.690201783191636,1.309798216808364,False,False,0.5474457932784171
186,Metteniusaceae,2,66,4.527939249942533,-2.5279392499425333,False,False,0.5474457932784171
187,Molluginaceae,4,97,5.240112386699227,-1.2401123866992272,False,False,0.5474457932784171
188,Monimiaceae,5,278,8.354629431544716,-3.3546294315447156,False,False,0.5474457932784171
189,Montiaceae,1,278,8.354629431544716,-7.354629431544716,False,False,0.5474457932784171
190,Moraceae,98,1302,48.9059578135286,49.0940421864714,False,False,0.5474457932784171
191,Moringaceae,3,13,3.270937326546645,-0.2709373265466448,False,False,0.5474457932784171
192,Muntingiaceae,1,3,3.027618006157224,-2.027618006157224,False,False,0.5474457932784171
193,Musaceae,4,98,5.2628047655020405,-1.2628047655020405,False,False,0.5474457932784171
194,Myodocarpaceae,1,15,3.319346090345408,-2.319346090345408,False,False,0.5474457932784171
195,Myricaceae,7,52,4.200867221442531,2.7991327785574693,False,False,0.5474457932784171
196,Myristicaceae,35,541,16.766302007731102,18.233697992268898,False,False,0.5474457932784171
197,Myrtaceae,170,6379,182.7404860641222,-12.740486064122194,False,False,0.5474457932784171
198,Nelumbonaceae,1,2,3.003167023968544,-2.003167023968544,False,False,0.5474457932784171
199,Nepenthaceae,3,212,7.6181068972270065,-4.6181068972270065,False,False,0.5474457932784171
200,Nitrariaceae,9,17,3.367672082359166,5.6323279176408345,False,False,0.5474457932784171
201,Nothofagaceae,11,42,3.965126834982075,7.034873165017925,False,False,0.5474457932784171
202,Nyctaginaceae,9,466,13.085733574000125,-4.085733574000125,False,False,0.5474457932784171
203,Nymphaeaceae,19,101,5.3307720926797515,13.669227907320249,False,False,0.5474457932784171
204,Nyssaceae,3,37,3.8465809275167673,-0.8465809275167673,False,False,0.5474457932784171
205,Ochnaceae,16,643,22.358634888127877,-6.358634888127877,False,False,0.5474457932784171
206,Olacaceae,10,185,7.130158164762623,2.869841835237377,False,False,0.5474457932784171
207,Oleaceae,81,767,29.004253441074862,51.995746558925134,False,False,0.5474457932784171
208,Onagraceae,24,799,30.646975167578354,-6.646975167578354,False,False,0.5474457932784171
209,Ophioglossaceae,3,145,6.3054983396531945,-3.3054983396531945,False,False,0.5474457932784171
210,Orchidaceae,137,31577,865.9235051682517,-728.9235051682517,False,True,0.5474457932784171
211,Orobanchaceae,65,2280,75.39259845501768,-10.392598455017676,False,False,0.5474457932784171
212,Osmundaceae,3,28,3.632028892052384,-0.632028892052384,False,False,0.5474457932784171
213,Oxalidaceae,10,685,24.633304736588727,-14.633304736588727,False,False,0.5474457932784171
214,Paeoniaceae,9,42,3.965126834982075,5.034873165017925,False,False,0.5474457932784171
215,Pandaceae,2,17,3.367672082359166,-1.367672082359166,False,False,0.5474457932784171
216,Pandanaceae,5,931,37.148551218882936,-32.148551218882936,False,False,0.5474457932784171
217,Papaveraceae,192,1062,42.43338975001494,149.56661024998505,False,False,0.5474457932784171
218,Paracryphiaceae,1,36,3.8228167408978724,-2.8228167408978724,False,False,0.5474457932784171
219,Passifloraceae,32,1058,42.30042443291998,-10.300424432919982,False,False,0.5474457932784171
220,Paulowniaceae,3,11,3.2224447060861974,-0.22244470608619737,False,False,0.5474457932784171
221,Pedaliaceae,8,79,4.828615188228027,3.171384811771973,False,False,0.5474457932784171
222,Pentadiplandraceae,1,1,2.978694155819028,-1.9786941558190279,False,False,0.5474457932784171
223,Pentaphylacaceae,8,541,16.766302007731102,-8.766302007731102,False,False,0.5474457932784171
224,Penthoraceae,1,2,3.003167023968544,-2.003167023968544,False,False,0.5474457932784171
225,Peraceae,2,107,5.466203594042189,-3.466203594042189,False,False,0.5474457932784171
226,Petiveriaceae,2,22,3.4881317722050134,-1.4881317722050134,False,False,0.5474457932784171
227,Petrosaviaceae,1,3,3.027618006157224,-2.027618006157224,False,False,0.5474457932784171
228,Philydraceae,1,6,3.1008401048159375,-2.1008401048159375,False,False,0.5474457932784171
229,Phrymaceae,8,230,7.89122422514417,0.10877577485582979,False,False,0.5474457932784171
230,Phyllanthaceae,49,2101,70.47139673396183,-21.471396733961825,False,False,0.5474457932784171
231,Physenaceae,1,2,3.003167023968544,-2.003167023968544,False,False,0.5474457932784171
232,Phytolaccaceae,7,34,3.7752326707389487,3.2247673292610513,False,False,0.5474457932784171
233,Picramniaceae,6,54,4.2478017841043165,1.7521982158956835,False,False,0.5474457932784171
234,Picrodendraceae,2,98,5.2628047655020405,-3.2628047655020405,False,False,0.5474457932784171
235,Pinaceae,110,268,8.27462617839996,101.72537382160004,False,False,0.5474457932784171
236,Piperaceae,67,3871,115.23772008894157,-48.23772008894157,False,False,0.5474457932784171
237,Pittosporaceae,3,324,9.204628528696057,-6.204628528696057,False,False,0.5474457932784171
238,Plantaginaceae,158,2208,73.42724126644003,84.57275873355997,False,False,0.5474457932784171
239,Platanaceae,4,10,3.19816663216632,0.8018333678336802,False,False,0.5474457932784171
240,Plumbaginaceae,16,1139,44.70785844339962,-28.707858443399623,False,False,0.5474457932784171
241,Poaceae,89,12364,344.9077114258749,-255.90771142587488,False,True,0.5474457932784171
242,Podocarpaceae,44,199,7.3927371739276015,36.6072628260724,False,False,0.5474457932784171
243,Polemoniaceae,7,430,11.77710426049263,-4.77710426049263,False,False,0.5474457932784171
244,Polygalaceae,29,1336,49.69000181920529,-20.690001819205293,False,False,0.5474457932784171
245,Polygonaceae,90,1602,56.48287661561985,33.51712338438015,False,False,0.5474457932784171
246,Polypodiaceae,44,4525,132.91287536258253,-88.91287536258253,False,False,0.5474457932784171
247,Pontederiaceae,1,47,4.083220582001159,-3.083220582001159,False,False,0.5474457932784171
248,Portulacaceae,3,153,6.47680859753649,-3.4768085975364897,False,False,0.5474457932784171
249,Posidoniaceae,2,9,3.1738672308692517,-1.1738672308692517,False,False,0.5474457932784171
250,Potamogetonaceae,5,194,7.301055073212614,-2.3010550732126136,False,False,0.5474457932784171
251,Primulaceae,73,3412,102.15991258877332,-29.159912588773324,False,False,0.5474457932784171
252,Proteaceae,17,1875,64.1505997702703,-47.150599770270304,False,False,0.5474457932784171
253,Psilotaceae,1,20,3.4400082265463587,-2.4400082265463587,False,False,0.5474457932784171
254,Pteridaceae,56,1421,51.708859750125974,4.291140249874026,False,False,0.5474457932784171
255,Putranjivaceae,6,221,7.761080499768611,-1.7610804997686111,False,False,0.5474457932784171
256,Quillajaceae,1,2,3.003167023968544,-2.003167023968544,False,False,0.5474457932784171
257,Rafflesiaceae,1,50,4.1538619287031,-3.1538619287031002,False,False,0.5474457932784171
258,Ranunculaceae,267,4025,119.43839471003241,147.5616052899676,False,False,0.5474457932784171
259,Resedaceae,15,118,5.712668331420332,9.287331668579668,False,False,0.5474457932784171
260,Restionaceae,17,554,17.48907684649837,-0.4890768464983708,False,False,0.5474457932784171
261,Rhamnaceae,73,1226,47.05715469279206,25.94284530720794,False,False,0.5474457932784171
262,Rhizophoraceae,18,155,6.519241006156005,11.480758993843995,False,False,0.5474457932784171
263,Rosaceae,182,5850,168.4677728749698,13.532227125030204,False,False,0.5474457932784171
264,Rubiaceae,236,14352,398.8292343747657,-162.8292343747657,False,False,0.5474457932784171
265,Ruppiaceae,1,11,3.2224447060861974,-2.2224447060861974,False,False,0.5474457932784171
266,Rutaceae,434,2224,73.86573413584999,360.13426586415,True,False,0.5474457932784171
267,Sabiaceae,4,164,6.707939897006732,-2.7079398970067317,False,False,0.5474457932784171
268,Salicaceae,82,1618,56.925652302403634,25.074347697596366,False,False,0.5474457932784171
269,Salvadoraceae,1,10,3.19816663216632,-2.19816663216632,False,False,0.5474457932784171
270,Salviniaceae,1,21,3.464079982212424,-2.464079982212424,False,False,0.5474457932784171
271,Santalaceae,18,1133,44.542419247817726,-26.542419247817726,False,False,0.5474457932784171
272,Sapindaceae,49,1995,67.52218300544368,-18.52218300544368,False,False,0.5474457932784171
273,Sapotaceae,15,1367,50.40895580594961,-35.40895580594961,False,False,0.5474457932784171
274,Sarcolaenaceae,3,72,4.667072956024696,-1.667072956024696,False,False,0.5474457932784171
275,Sarraceniaceae,8,53,4.224343322554298,3.775656677445702,False,False,0.5474457932784171
276,Saururaceae,5,6,3.1008401048159375,1.8991598951840625,False,False,0.5474457932784171
277,Saxifragaceae,41,908,36.0657621635098,4.9342378364901975,False,False,0.5474457932784171
278,Schisandraceae,29,84,4.943487537461302,24.0565124625387,False,False,0.5474457932784171
279,Schizaeaceae,6,209,7.5679309305902,-1.5679309305902,False,False,0.5474457932784171
280,Sciadopityaceae,1,1,2.978694155819028,-1.9786941558190279,False,False,0.5474457932784171
281,Scrophulariaceae,71,2322,76.50599224806385,-5.505992248063848,False,False,0.5474457932784171
282,Selaginellaceae,14,747,27.957653062470865,-13.957653062470865,False,False,0.5474457932784171
283,Simaroubaceae,31,126,5.890298163544907,25.109701836455095,False,False,0.5474457932784171
284,Simmondsiaceae,1,1,2.978694155819028,-1.9786941558190279,False,False,0.5474457932784171
285,Siparunaceae,4,54,4.2478017841043165,-0.24780178410431652,False,False,0.5474457932784171
286,Smilacaceae,16,267,8.266336465457162,7.733663534542838,False,False,0.5474457932784171
287,Solanaceae,258,2872,88.27576355822511,169.7242364417749,False,False,0.5474457932784171
288,Stachyuraceae,1,10,3.19816663216632,-2.19816663216632,False,False,0.5474457932784171
289,Staphyleaceae,2,45,4.03603696056799,-2.0360369605679898,False,False,0.5474457932784171
290,Stemonaceae,18,39,3.8940540460794217,14.105945953920578,False,False,0.5474457932784171
291,Stemonuraceae,1,79,4.828615188228027,-3.828615188228027,False,False,0.5474457932784171
292,Stilbaceae,1,40,3.9177631525057013,-2.9177631525057013,False,False,0.5474457932784171
293,Strelitziaceae,1,12,3.2467015642921644,-2.2467015642921644,False,False,0.5474457932784171
294,Styracaceae,4,163,6.6871688808901055,-2.6871688808901055,False,False,0.5474457932784171
295,Surianaceae,1,9,3.1738672308692517,-2.1738672308692517,False,False,0.5474457932784171
296,Symplocaceae,13,411,11.223001781228625,1.776998218771375,False,False,0.5474457932784171
297,Talinaceae,1,28,3.632028892052384,-2.632028892052384,False,False,0.5474457932784171
298,Tamaricaceae,18,113,5.600941606587298,12.399058393412702,False,False,0.5474457932784171
299,Tapisciaceae,1,6,3.1008401048159375,-2.1008401048159375,False,False,0.5474457932784171
300,Taxaceae,15,30,3.6798394419956897,11.32016055800431,False,False,0.5474457932784171
301,Theaceae,12,373,10.356470253808661,1.643529746191339,False,False,0.5474457932784171
302,Thymelaeaceae,48,969,38.856609297614106,9.143390702385894,False,False,0.5474457932784171
303,Tovariaceae,1,2,3.003167023968544,-2.003167023968544,False,False,0.5474457932784171
304,Trimeniaceae,2,8,3.149546400058398,-1.149546400058398,False,False,0.5474457932784171
305,Trochodendraceae,2,2,3.003167023968544,-1.003167023968544,False,False,0.5474457932784171
306,Tropaeolaceae,9,97,5.240112386699227,3.759887613300773,False,False,0.5474457932784171
307,Typhaceae,7,74,4.71331347879987,2.2866865212001297,False,False,0.5474457932784171
