,Region,Species in Data,Species in Underlying Population,Species in Data_prediction,Species in Data_residuals,Species in Data_highlight_high,Species in Data_highlight_low,R2
367,SSA,1,2,239.7998976537271,-238.7998976537271,False,False,0.4819857945529744
365,ANT,1,3,239.870756632833,-238.870756632833,False,False,0.4819857945529744
358,MCS,5,10,240.36676948657453,-235.36676948657453,False,False,0.4819857945529744
364,HMD,2,11,240.43762846568046,-238.43762846568046,False,False,0.4819857945529744
363,HBI,3,12,240.5084874447864,-237.5084874447864,False,False,0.4819857945529744
349,WAK,11,22,241.2170772358457,-230.2170772358457,False,False,0.4819857945529744
360,CRZ,5,22,241.2170772358457,-236.2170772358457,False,False,0.4819857945529744
362,SGE,3,23,241.28793621495163,-238.28793621495163,False,False,0.4819857945529744
356,MPE,6,24,241.35879519405756,-235.35879519405756,False,False,0.4819857945529744
351,PHX,11,28,241.64223111048128,-230.64223111048128,False,False,0.4819857945529744
361,DSV,4,28,241.64223111048128,-237.64223111048128,False,False,0.4819857945529744
359,ASP,5,32,241.925667026905,-236.925667026905,False,False,0.4819857945529744
354,KEG,9,32,241.925667026905,-232.925667026905,False,False,0.4819857945529744
355,ASC,8,36,242.20910294332873,-234.20910294332873,False,False,0.4819857945529744
357,EAS,6,41,242.56339783885838,-236.56339783885838,False,False,0.4819857945529744
366,MAQ,1,42,242.6342568179643,-241.6342568179643,False,False,0.4819857945529744
347,LIN,18,50,243.20112865081174,-225.20112865081174,False,False,0.4819857945529744
343,CGS,23,53,243.41370558812955,-220.41370558812955,False,False,0.4819857945529744
345,TUV,22,53,243.41370558812955,-221.41370558812955,False,False,0.4819857945529744
340,NRU,29,57,243.69714150455326,-214.69714150455326,False,False,0.4819857945529744
337,MCI,33,70,244.61830823293036,-211.61830823293036,False,False,0.4819857945529744
346,TOK,21,70,244.61830823293036,-223.61830823293036,False,False,0.4819857945529744
331,CKI,42,76,245.04346210756594,-203.04346210756594,False,False,0.4819857945529744
352,STH,10,89,245.96462883594305,-235.96462883594305,False,False,0.4819857945529744
333,GIL,39,96,246.46064168968454,-207.46064168968454,False,False,0.4819857945529744
