,family,Species per Family in Data,Species per Family,Species per Family in Data_loess_prediction,Species per Family in Data_residuals,Species per Family in Data_highlight_high,Species per Family in Data_highlight_low,R2
307,Sciadopityaceae,1,1,2.5382085546741613,-1.5382085546741613,False,False,0.6305041157098812
308,Scrophulariaceae,152,2322,151.84088502333623,0.15911497666377272,False,False,0.6305041157098812
309,Selaginellaceae,23,747,54.65167731675502,-31.65167731675502,False,False,0.6305041157098812
310,Simaroubaceae,48,126,9.538508095639328,38.46149190436067,False,False,0.6305041157098812
311,Simmondsiaceae,1,1,2.5382085546741613,-1.5382085546741613,False,False,0.6305041157098812
312,Siparunaceae,8,54,5.548080717608039,2.4519192823919607,False,False,0.6305041157098812
313,Smilacaceae,23,267,16.30572930821659,6.694270691783409,False,False,0.6305041157098812
314,Solanaceae,396,2872,186.11149477837787,209.88850522162213,False,False,0.6305041157098812
315,Sphenocleaceae,1,2,2.5956956882123574,-1.5956956882123574,False,False,0.6305041157098812
316,Stachyuraceae,2,10,3.0544877078345753,-1.0544877078345753,False,False,0.6305041157098812
317,Staphyleaceae,5,45,5.041540159315405,-0.04154015931540478,False,False,0.6305041157098812
318,Stemonaceae,16,39,4.702935585076251,11.29706441492375,False,False,0.6305041157098812
319,Stilbaceae,5,40,4.759421865012089,0.2405781349879108,False,False,0.6305041157098812
320,Strasburgeriaceae,1,2,2.5956956882123574,-1.5956956882123574,False,False,0.6305041157098812
321,Strelitziaceae,1,12,3.168885992320069,-2.168885992320069,False,False,0.6305041157098812
322,Styracaceae,10,163,11.496708865045658,-1.4967088650456581,False,False,0.6305041157098812
323,Surianaceae,1,9,2.99724443339179,-1.9972444333917898,False,False,0.6305041157098812
324,Symplocaceae,15,411,27.654728182118692,-12.654728182118692,False,False,0.6305041157098812
325,Talinaceae,2,28,4.080121400142882,-2.0801214001428816,False,False,0.6305041157098812
326,Tamaricaceae,21,113,8.82842454795169,12.17157545204831,False,False,0.6305041157098812
327,Taxaceae,16,30,4.193567674123146,11.806432325876855,False,False,0.6305041157098812
328,Tecophilaeaceae,2,27,4.023362143546153,-2.0233621435461533,False,False,0.6305041157098812
329,Tetrachondraceae,2,3,2.6531517717436053,-0.6531517717436053,False,False,0.6305041157098812
330,Theaceae,24,373,24.365129784115727,-0.3651297841157266,False,False,0.6305041157098812
331,Thomandersiaceae,1,6,2.82533502328927,-1.82533502328927,False,False,0.6305041157098812
332,Thymelaeaceae,74,969,70.836886631153,3.163113368846993,False,False,0.6305041157098812
333,Tofieldiaceae,1,30,4.193567674123146,-3.1935676741231456,False,False,0.6305041157098812
334,Torricelliaceae,3,11,3.1117014676164985,-0.11170146761649846,False,False,0.6305041157098812
335,Tovariaceae,1,2,2.5956956882123574,-1.5956956882123574,False,False,0.6305041157098812
336,Trigoniaceae,1,33,4.363560552712493,-3.363560552712493,False,False,0.6305041157098812
337,Trimeniaceae,1,8,2.93997138457022,-1.93997138457022,False,False,0.6305041157098812
338,Trochodendraceae,2,2,2.5956956882123574,-0.5956956882123574,False,False,0.6305041157098812
339,Tropaeolaceae,10,97,7.946584647250371,2.053415352749629,False,False,0.6305041157098812
340,Typhaceae,6,74,6.668138407463586,-0.6681384074635863,False,False,0.6305041157098812
341,Ulmaceae,15,65,6.165049393272079,8.834950606727922,False,False,0.6305041157098812
342,Urticaceae,43,2119,138.9330447348899,-95.9330447348899,False,False,0.6305041157098812
343,Vahliaceae,1,5,2.7679712853777714,-1.7679712853777714,False,False,0.6305041157098812
344,Velloziaceae,25,316,19.342628194619124,5.657371805380876,False,False,0.6305041157098812
345,Verbenaceae,64,945,69.23583722916385,-5.235837229163849,False,False,0.6305041157098812
346,Viburnaceae,60,233,14.739198333001879,45.26080166699812,False,False,0.6305041157098812
347,Violaceae,13,1288,90.72364974356847,-77.72364974356847,False,False,0.6305041157098812
348,Vitaceae,54,1039,75.50390292837857,-21.503902928378565,False,False,0.6305041157098812
349,Vochysiaceae,8,249,15.496929589236512,-7.496929589236512,False,False,0.6305041157098812
350,Welwitschiaceae,1,1,2.5382085546741613,-1.5382085546741613,False,False,0.6305041157098812
351,Winteraceae,10,95,7.835870661718929,2.1641293382810707,False,False,0.6305041157098812
352,Xyridaceae,5,410,27.56683856012722,-22.56683856012722,False,False,0.6305041157098812
353,Zamiaceae,12,259,15.95183972900139,-3.9518397290013905,False,False,0.6305041157098812
354,Zingiberaceae,116,2036,133.61358857105213,-17.613588571052134,False,False,0.6305041157098812
355,Zosteraceae,4,21,3.6822842035397847,0.3177157964602153,False,False,0.6305041157098812
356,Zygophyllaceae,33,295,17.746055885623974,15.253944114376026,False,False,0.6305041157098812
