,CAS ID,InChIKey
0,489-29-2,
0,420808-75-9,
0,68862-15-7,
0,131221-53-9,
0,53905-13-8,
0,102056-04-2,
0,481070-23-9,
0,475572-31-7,
0,289656-02-6,
0,1678-31-5,
0,173327-05-4,QZTNFEXLVDIXEF-BRSBDYLESA-N
0,129748-49-8,
0,85394-12-3,GTKAFJOQXBXVJD-UHFFFAOYSA-N
0,128529-96-4,
0,137217-85-7,
0,129212-96-0,
0,644976-70-5,
0,21435-01-8,KMLXVEXJZSTMBV-YDIYEOSVSA-N
0,4617-33-8,BZUNJUAMQZRJIP-UHFFFAOYSA-M
0,78836-99-4,OAZHOQDMOPZBMN-RBKPYHMISA-N
0,1181222-82-1,
