,CAS ID,InChIKey
0,68800-57-7,
0,604767-80-8,
0,66964-78-1,
0,21390-25-0,
0,214778-42-4,
0,34323-15-4,
0,3559-32-8,
0,97233-10-8,
0,502634-34-6,
0,21018-84-8,DBOVHQOUSDWAPQ-WTONXPSSSA-N
0,953782-44-0,
0,1047634-37-6,
0,178560-40-2,
0,34318-36-0,
0,336625-63-6,
0,208997-57-3,
0,33554-63-1,
0,532929-70-7,
0,329318-75-4,
0,135905-59-8,
0,403642-11-5,
0,63366-04-1,
0,474251-05-3,
0,1009344-01-7,
0,138370-14-6,CUJOMOBZUHNQJD-UHFFFAOYSA-N
0,871566-42-6,
0,109171-15-5,
0,167319-12-2,
0,488-54-0,
0,56994-74-2,
0,1685285-89-5,
0,23141-25-5,
0,95507-03-2,FTNJWQUOZFUQQJ-MWGRVCEUSA-N
0,136247-72-8,
0,871915-29-6,
0,81678-46-8,
0,211229-83-3,
0,1629153-20-3,
0,154850-61-0,
0,63-74-1,FDDDEECHVMSUSB-UHFFFAOYSA-N
0,64822-87-3,VZPAJODTZAAANV-WEDXCCLWSA-N
0,3162-09-2,YWUVFGZTDLJVCR-UHFFFAOYSA-N
0,111950-79-9,
0,57877-95-9,
0,106032-53-5,WZRCQWQRFZITDX-CQSZACIVSA-N
0,252239-12-6,
0,208103-03-1,
0,116133-67-6,
0,198631-42-4,
0,39015-77-5,
0,517-74-8,
0,163167-40-6,
0,79198-77-9,
0,256234-62-5,
0,380468-53-1,
0,117047-07-1,
0,1160937-71-2,
0,4092-64-2,GNONHFYAESLOCB-UHFFFAOYSA-O
0,932377-31-6,
0,551930-36-0,
0,524-63-0,PSXDRNCJTBOUPR-UHFFFAOYSA-N
0,909803-20-9,
0,18834-79-2,
0,38049-38-6,
0,856148-71-5,
0,220691-23-6,
0,403503-17-3,
0,1159583-61-5,
0,186502-92-1,
0,745828-20-0,
0,4176-96-9,
0,68780-16-5,
0,486439-91-2,
0,35867-31-3,
0,948915-61-5,
0,66113-06-2,
0,363610-30-4,
0,83529-63-9,
0,724784-97-8,
0,55051-75-7,
0,5956-12-7,
0,1160937-76-7,
0,85146-10-7,UKDOGRQIIQQZBO-ARSRSNJNSA-N
0,27493-61-4,
0,29539-03-5,VGSVNUGKHOVSPK-UHFFFAOYSA-N
0,69168-14-5,
0,105279-10-5,
0,94530-86-6,
0,140369-77-3,
0,226715-59-9,
0,1039646-42-8,
0,4792-58-9,NPIUAXNFAUGNHP-UHFFFAOYSA-N
0,16913-24-9,
0,93675-88-8,
0,437711-08-5,
0,1030358-29-2,
0,58231-98-4,
0,37551-61-4,AILDTIZEPVHXBF-XSLAGTTESA-N
0,960399-48-8,
0,109-49-9,RNDVGJZUHCKENF-UHFFFAOYSA-N
0,196099-31-7,
0,26790-85-2,
0,89613-25-2,
0,1035606-04-2,
