,CAS ID,InChIKey
0,35731-89-6,FKJQPECZRUZNCH-REZTVBANSA-N
0,13060-15-6,ONDWGDNAFRAXCN-VUEDXXQZSA-N
0,18432-16-1,WGIQZGDVCQDPTG-AKCVUUKNSA-M
0,98985-59-2,BHQAJMGEYYHIGV-JKSUJKDBSA-N
0,54141-72-9,ZROGCCBNZBKLEL-UHFFFAOYSA-N
0,17306-46-6,RPMNUQRUHXIGHK-UHFFFAOYSA-N
0,123-19-3,HCFAJYNVAYBARA-UHFFFAOYSA-N
0,23978-65-6,BFKORKXLSJUYSS-RQUSPXKASA-N
0,91-22-5,SMWDFEZZVXVKRB-UHFFFAOYSA-N
0,30462-22-7,UJRXJHPYROZVGI-AQNXPRMDSA-N
0,539-30-0,AXPZDYVDTMMLNB-UHFFFAOYSA-N
0,494-15-5,APKLQIQRPUDADG-GFCCVEGCSA-N
0,79-77-6,PSQYTAPXSHCGMF-BQYQJAHWSA-N
0,131984-89-9,JTBAWWCDNDKCDH-NCGAYPANSA-N
0,53915-47-2,NRYQRYXWSGRVBE-UHFFFAOYSA-N
0,14534-61-3,UFCLZKMFXSILNL-PSEXTPKNSA-N
0,55682-92-3,ZKHOYAKAFALNQD-UHFFFAOYSA-N
0,7633-29-6,CLNILJPYOXIKRO-REIDKSKDSA-N
0,24915-04-6,SLRCCWJSBJZJBV-AJNGGQMLSA-N
0,5989-27-5,XMGQYMWWDOXHJM-JTQLQIEISA-N
0,38681-90-2,DWLJVOJBWLYMJO-CZGIKHJPSA-N
0,58942-17-9,NFBWQYZCQAVTLM-UHFFFAOYSA-N
0,145854-04-2,KQBLCRWJBXIFBJ-UZYOSAQZSA-N
0,475-80-9,MEEXETVZNQYRSP-UHFFFAOYSA-N
0,640-28-8,QYCOHMYDSOZCQD-GWEOMKHGSA-N
0,58970-75-5,JCGHAEBIBSEQAD-UUUCSUBKSA-N
0,23986-74-5,GAIBLDCXCZKKJE-YZJXYJLZSA-N
0,629-19-6,ALVPFGSHPUPROW-UHFFFAOYSA-N
0,3615-41-6,PNNNRSAQSRJVSB-UHFFFAOYSA-N
0,2873-36-1,SZJNCZMRZAUNQT-UHFFFAOYSA-N
0,79886-49-0,KCQFLGUEZXYOER-IPKUFKRGSA-N
0,106-42-3,URLKBWYHVLBVBO-UHFFFAOYSA-N
0,6244-91-3,UYVZIWWBJMYRCD-UHFFFAOYSA-N
0,6029-87-4,PSUFRPOAICRSTC-ZLGRWFNRSA-N
0,116964-03-5,ZLGYDHODHCRHMW-WHFNTLTKSA-N
0,72746-33-9,BIWLELKAFXRPDE-ZURBLSRNSA-N
0,26657-95-4,GFAZGHREJPXDMH-UHFFFAOYSA-N
0,29475-05-6,JFRCRHHCXKEHBW-YKAZNSBZSA-N
0,97-99-4,BSYVTEYKTMYBMK-UHFFFAOYSA-N
0,24148-86-5,XLWYWPDYNLZUJS-UHFFFAOYSA-N
0,55610-00-9,KPVDACWQNCRKTG-UHFFFAOYSA-N
0,1553-55-5,CABVTRNMFUVUDM-UHFFFAOYSA-N
0,432-25-7,MOQGCGNUWBPGTQ-UHFFFAOYSA-N
0,4460-86-0,IAJBQAYHSQIQRE-UHFFFAOYSA-N
0,5794-04-7,CRPUJAZIXJMDBK-UHFFFAOYSA-N
0,481-16-3,HCXVJBMSMIARIN-KEJCWXRGSA-N
0,551-58-6,DRVWTOSBCBKXOR-ZLDLUXBVSA-N
0,537-30-4,HDLNHIIKSUHARQ-UHFFFAOYSA-N
0,81943-13-7,PMIJOJQWNBZWIA-UHFFFAOYSA-N
0,59137-48-3,WJIRXBXHLMIPEE-MSXHTBQBSA-N
0,64461-44-5,CJIMGNHPOXRALG-QRVBRYPASA-N
0,131123-73-4,LJWQGBHQGFNPJP-UHFFFAOYSA-N
0,66-22-8,ISAKRJDGNUQOIC-UHFFFAOYSA-N
0,54878-25-0,FGCUSSRGQNHZRW-HCYNLOQUSA-N
0,86853-03-4,OJBWHTRRQQNRBF-UHFFFAOYSA-N
0,14337-37-2,VEVHOGLUQUBJBW-UHFFFAOYSA-N
0,21040-59-5,OKORHWXYDBSYNO-UHFFFAOYSA-N
0,738-87-4,PQRKPYLNZGDCFH-UHFFFAOYSA-N
0,89550-93-6,RWJXTYSZCDAMCD-UHFFFAOYSA-N
0,6268-09-3,CZODYZFOLUNSFR-UHFFFAOYSA-N
0,10065-28-8,RAJDDCCSNZAPCH-ZVAWYAOSSA-N
0,103192-53-6,NWZYYCVIOKVTII-PVQJCKRUSA-N
0,62218-08-0,FQWLMRXWKZGLFI-YVYUXZJTSA-N
0,130-15-4,FRASJONUBLZVQX-UHFFFAOYSA-N
0,56-73-5,NBSCHQHZLSJFNQ-UHFFFAOYSA-N
0,600-14-6,TZMFJUDUGYTVRY-UHFFFAOYSA-N
0,55610-01-0,RZIGKFTVXWUUCX-UHFFFAOYSA-N
0,82829-54-7,KQTRNMODDGXNSU-OASXGSIPSA-N
0,479-13-0,ZZIALNLLNHEQPJ-UHFFFAOYSA-N
0,62-49-7,OEYIOHPDSNJKLS-UHFFFAOYSA-N
0,20575-57-9,ZZAJQOPSWWVMBI-UHFFFAOYSA-N
0,52717-74-5,BUJFCCGYEMOGKQ-RNJOBUHISA-N
0,2111-75-3,RUMOYJJNUMEFDD-UHFFFAOYSA-N
0,28233-35-4,GLXYKTASIIUSRC-UHFFFAOYSA-N
0,12624-19-0,KAUZSNIDLZSFSR-QWRGUYRKSA-N
0,6681-13-6,FUZMQNZACIFDBL-KYJUHHDHSA-N
0,18556-27-9,LKLWVKCEYSPQHL-KKSFZXQISA-O
0,4976-25-4,UVYUUQGGBNKRFU-CYBMUJFWSA-N
0,141256-04-4,XYVMMKXMQBIPIQ-JOMHPNDBSA-N
0,58086-84-3,OVLCIYBVQSJPKK-UHFFFAOYSA-N
0,495-20-5,VCCAAURNBULZRR-UHFFFAOYSA-N
0,607-91-0,BNWJOHGLIBDBOB-UHFFFAOYSA-N
0,96253-76-8,JKXPUEOBLNILSU-DZJNRPSUSA-N
0,66-97-7,ZCCUUQDIBDJBTK-UHFFFAOYSA-N
0,4938-52-7,PZKFYTOLVRCMOA-UHFFFAOYSA-N
0,5524-17-4,FZSRMADKTOBCNT-UHFFFAOYSA-N
0,3151-82-4,VOLPCZWHFBZDQT-UHFFFAOYSA-N
0,20268-71-7,UKHWOLNMBQSCLJ-BIENJYKASA-N
0,3162-42-3,LKUJKDQDJLCGCT-UHFFFAOYSA-N
0,112766-96-8,ZDIHSHLFPFGAGP-GRWMUYEGSA-N
0,150346-23-9,RAJHHZKPZIVDFF-OKKIHLRPSA-N
0,153445-92-2,LXPKORXZVZPYLY-UHFFFAOYSA-N
0,1492-23-5,GNISQJGXJIDKDJ-UHFFFAOYSA-N
0,3614-08-2,FDKWRPBBCBCIGA-UHFFFAOYSA-N
0,5532-41-2,VWYANPOOORUCFJ-TZKWAJHPSA-N
0,3484-68-2,SFBVRPSSMVXTDR-PTESPJIQSA-N
0,6869-57-4,QITDIWRKOXBKAM-BJISRVMWSA-N
0,15447-05-9,CJKYODJTBJDEJI-VXGBXAGGSA-N
0,10588-10-0,ADNADZOSMJDVIS-UHFFFAOYSA-N
0,103-23-1,SAOKZLXYCUGLFA-UHFFFAOYSA-N
0,125310-00-1,YZQKYCBDJBBTDZ-WFTANQRUSA-N
0,5523-37-5,NTVLUSJWJRSPSM-QOGBKHAWSA-N
0,759-05-7,WIQBZDCJCRFGKA-UHFFFAOYSA-M
0,700-46-9,JWEOEZZCZCCPJL-UHFFFAOYSA-N
0,99-20-7,HDTRYLNUVZCQOY-UHFFFAOYSA-N
0,34610-68-9,KUGNSEAHJVSMAJ-IRXDYDNUSA-N
0,115-53-7,YMEVIMJAUHZFMW-VUIDNZEBSA-N
0,124-04-9,WNLRTRBMVRJNCN-UHFFFAOYSA-N
0,7785-70-8,GRWFGVWFFZKLTI-RKDXNWHRSA-N
0,595-05-1,XSYCDVWYEVUDKQ-GXRSIYKFSA-N
0,39499-96-2,DLRAWGGINAZULN-UHFFFAOYSA-N
0,82796-37-0,LQRHGTVFFPMWCG-OUWOJJBZSA-N
0,94943-13-2,PQWHNGRYDDJGPN-UHFFFAOYSA-N
0,487-27-4,MEGPURSNXMUDAE-IKTQEEBSSA-N
0,80-78-4,JVKYZPBMZPJNAJ-OQFNDJACSA-N
0,3391-86-4,VSMOENVRRABVKN-UHFFFAOYSA-N
0,511-97-7,ORXKASWXOVPKDV-UBWBUNFISA-N
0,93-89-0,MTZQAGJQAFMTAQ-UHFFFAOYSA-N
0,29428-58-8,ZLPSOQFIIQIIAX-VQVVXJKKSA-N
0,19716-26-8,VWDLOXMZIGUBKM-WQQQOVNGSA-N
0,2345-28-0,CJPNOLIZCWDHJK-UHFFFAOYSA-N
0,106-32-1,YYZUSRORWSJGET-UHFFFAOYSA-N
0,96935-31-8,XTCXFMKCQXHXFT-UHFFFAOYSA-N
0,503-74-2,GWYFCOCPABKNJV-UHFFFAOYSA-N
0,57866-08-7,HGINZVDZNQJVLQ-UHFFFAOYSA-N
0,19865-83-9,KKBYMJHRFVZUIQ-SAGQAIRCSA-N
0,624-15-7,GLZPCOQZEFWAFX-JXMROGBWSA-N
0,95851-37-9,VDYACOATPFOZIO-UBWHGVKJSA-N
0,68964-95-4,RTEDIEITOBJPNI-MMKMIGCXSA-N
0,104696-16-4,UPSJPQLJWPINFL-UUUNESOFSA-N
0,3790-71-4,CRDAMVZIKSXKFV-PVMFERMNSA-N
0,1198-37-4,ZTNANFDSJRRZRJ-UHFFFAOYSA-N
0,510-67-8,RPAORVSEYNOMBR-UHFFFAOYSA-N
0,13082-10-5,WNNQYTLUXXDDQL-UHFFFAOYSA-N
0,4584-23-0,RTLTXXDTPFWZLO-UHFFFAOYSA-N
0,1235-74-1,PGZCJOPTDHWYES-HMXCVIKNSA-N
0,6247-99-0,AVZIASIVCYCZND-UHFFFAOYSA-N
0,103-37-7,VONGZNXBKCOUHB-UHFFFAOYSA-N
0,517-88-4,NEZONWMXZKDMKF-JTQLQIEISA-N
0,15112-49-9,QTNGLMWAVBOBLJ-RCFZRFIHSA-N
0,129722-89-0,SVXRUUBPUPCCBL-UHFFFAOYSA-N
0,57-22-7,OGWKCGZFUXNPDA-XQKSVPLYSA-N
0,71239-56-0,PNKADVXQUJDNSJ-UHFFFAOYSA-N
0,110282-44-5,NKBJLRQCKHCYPR-UHFFFAOYSA-N
0,30412-86-3,RYBHZNMPMHOBAR-IRNKKCRZSA-N
0,141-82-2,OFOBLEOULBTSOW-UHFFFAOYSA-N
0,106008-70-2,JFUVEKVTRJCUMZ-HSFUDZDJSA-N
0,2854-38-8,BOLCFGMGGWCOOE-UQNXEMKDSA-N
0,32791-84-7,QFJUYMMIBFBOJY-UXZRXANASA-N
0,751-96-2,ABNDMUIXCBUBLO-REQJDAJISA-N
0,87-79-6,BJHIKXHVCXFQLS-UHFFFAOYSA-N
0,3242-08-8,BQSLMQNYHVFRDT-UHFFFAOYSA-N
0,19622-83-4,YYDLFVZOIDOGSO-KKBFJBPOSA-N
0,622-96-8,JRLPEMVDPFPYPJ-UHFFFAOYSA-N
0,3886-78-0,MKPMHJQMNACGDI-ZJUUUORDSA-N
0,95263-32-4,PNHKTXLBKGDTNY-PGYGNJIDSA-N
0,3913-50-6,LFLUCDOSQPJJBE-UHFFFAOYSA-N
0,35468-97-4,JMFFUDMJDZXYCT-BQYQJAHWSA-N
0,3068-00-6,ARXKVVRQIIOZGF-UHFFFAOYSA-N
0,4880-79-9,VUGARESHFWNHTD-UHFFFAOYSA-M
0,18920-47-3,JUBRYHUFFFYTGR-UHFFFAOYSA-N
0,547-63-7,BHIWKHZACMWKOJ-UHFFFAOYSA-N
0,4923-55-1,AQMHLTLDUPBBEF-UHFFFAOYSA-N
0,22451-73-6,LGOFSGDSFQNIAT-UHFFFAOYSA-N
0,4253-00-3,MSPWKPQQHHCXLR-UHFFFAOYSA-N
0,76689-93-5,AMWGLRNNROPNBO-JKXNYECQSA-N
0,73341-71-6,COBDENJOXQSLKO-NKAAJRRHSA-N
0,76689-94-6,PWNMHYCRLXJKMN-KBBAPWCKSA-N
0,132185-73-0,PXDYLXHBUIPSMK-MTLNCXRHSA-N
0,7359-91-3,KEOVUWFJHROWNK-AWEZNQCLSA-N
0,50-28-2,VOXZDWNPVJITMN-ZBRFXRBCSA-N
0,93452-23-4,DWWKELQVGKIHDR-UQCOIBPSSA-N
0,75853-66-6,QWQJCCRASRUSDH-UHFFFAOYSA-N
0,31499-72-6,JHJCHCSUEGPIGE-UHFFFAOYSA-N
0,497-32-5,NJZUUYADLXBQPA-UHFFFAOYSA-N
0,25679-93-0,CWNDERHTHMWBSI-UHFFFAOYSA-N
0,23044-80-6,LQGNCUXDDPRDJH-UKTRSHMFSA-N
0,53904-98-6,NQTJOYVQYNTTED-UHFFFAOYSA-N
0,104700-96-1,AOXXVRDKZLRGTJ-CUJMEZSJSA-N
0,1632-70-8,QULNVKABFWNUCW-UHFFFAOYSA-N
0,53729-52-5,SREUSBYRKOPNJK-AJPRWBMOSA-N
0,1076-56-8,LSQXNMXDFRRDSJ-UHFFFAOYSA-N
0,105762-16-1,NUSHOJSYOLRGAX-MNUGVRNGSA-N
0,552-59-0,KQMVAGISDHMXJJ-UHFFFAOYSA-N
0,80357-91-1,LBLJNMFGSWDKRO-WMEMMNBJSA-N
0,102092-44-4,KIBURFBDQVFUHO-ZXSIQIRYSA-N
0,19866-02-5,BZQRJBLJDFPOBX-AKKQMVQHSA-N
0,27348-54-5,HQIYVJDLRVEGDX-HNNXBMFYSA-N
0,3233-90-7,VJZBXAQGWLMYMS-UHFFFAOYSA-N
0,27539-40-8,YNZXAOOXQYAYLT-UHFFFAOYSA-O
0,27208-80-6,HSTZMXCBWJGKHG-CUYWLFDKSA-N
0,112-43-6,GIEMHYCMBGELGY-UHFFFAOYSA-N
0,629-74-3,UCIDYSLOTJMRAM-UHFFFAOYSA-N
0,53786-93-9,KHZYHTLTISWFGH-VQHVLOKHSA-N
0,1122-58-3,VHYFNPMBLIVWCW-UHFFFAOYSA-O
0,4880-92-6,OZDNDGXASTWERN-CTNGQTDRSA-N
0,4589-33-7,GRDUAFOUVFRDBR-UHFFFAOYSA-N
0,54-12-6,QIVBCDIJIAJPQS-UHFFFAOYSA-N
0,56-85-9,ZDXPYRJPNDTMRX-VKHMYHEASA-N
0,604-98-8,VNOYUJKHFWYWIR-UHFFFAOYSA-N
0,23251-54-9,XTRWUCXXTBHIFN-UHFFFAOYSA-N
0,127-27-5,MHVJRKBZMUDEEV-APQLOABGSA-N
0,11024-56-9,WLAIEIMDXUAGPY-HSECPPETSA-N
0,30248-05-6,POGHHDUAPIJTLG-UHFFFAOYSA-N
0,13111-57-4,UYLQOGTYNFVQQX-UHFFFAOYSA-N
0,4547-24-4,HFGSQOYIOKBQOW-MMNUXRFXSA-N
0,174158-66-8,GXZZLWVQYXFTJE-DACSEHCNSA-N
0,489-40-7,SPCXZDDGSGTVAW-XUWDKUNYSA-N
0,79-31-2,KQNPFQTWMSNSAP-UHFFFAOYSA-N
0,1560-93-6,BANXPJUEBPWEOT-UHFFFAOYSA-N
0,589-98-0,NMRPBPVERJPACX-UHFFFAOYSA-N
0,23758-16-9,SLIMCFUYVZKJTC-UHFFFAOYSA-N
0,480-54-6,BCJMNZRQJAVDLD-CQRYIUNCSA-N
0,19317-11-4,YHRUHBBTQZKMEX-YFVJMOTDSA-N
0,24034-73-9,OJISWRZIEWCUBN-QIRCYJPOSA-N
0,16982-00-6,SLKPBCXNFNIJSV-HNNXBMFYSA-N
0,372-97-4,VWFJDQUYCIWHTN-YFVJMOTDSA-N
0,79190-00-4,FYTDTEKNNRMXRR-PWXLXMISSA-N
0,31499-71-5,XEKUTWIJPKGAQT-UHFFFAOYSA-N
0,1811-31-0,OVRNDRQMDRJTHS-KEWYIRBNSA-N
0,83852-64-6,LSCMBADHRZWQFC-UHFFFAOYSA-N
0,1178-24-1,SSXJHQZOHUYEGD-UHFFFAOYSA-N
0,60-33-3,OYHQOLUKZRVURQ-HZJYTTRNSA-N
0,470-17-7,CVUANYCQTOGILD-QVHKTLOISA-N
0,97-63-2,SUPCQIBBMFXVTL-UHFFFAOYSA-N
0,81944-09-4,WHNUXUAEXHHXPK-UHFFFAOYSA-N
0,58546-54-6,ZWRRJEICIPUPHZ-SFDCACGMSA-N
0,1899-30-5,BMRSEYFENKXDIS-OTCYKTEZSA-N
0,2721-56-4,SZUBEJQEEOURQH-UHFFFAOYSA-N
0,123-31-9,QIGBRXMKCJKVMJ-UHFFFAOYSA-N
0,34000-39-0,BWFSBUVPIAIXKJ-QHHAFSJGSA-N
0,90-82-4,KWGRBVOPPLSCSI-WCBMZHEXSA-N
0,14103-09-4,MIPXRVRWIMVNPA-UHFFFAOYSA-N
0,33401-87-5,OWEGMIWEEQEYGQ-RKEGTIJYSA-N
0,98-55-5,WUOACPNHFRMFPN-VIFPVBQESA-N
0,5876-16-4,ZQCGNPNWSMJDEF-UHFFFAOYSA-N
0,18309-32-5,DCSCXTJOXBUFGB-UHFFFAOYSA-N
0,113973-98-1,CREOMRQYELECKQ-QHDAWAPNSA-N
0,112-12-9,KYWIYKKSMDLRDC-UHFFFAOYSA-N
0,38514-05-5,WWRGKAMABZHMCN-UHFFFAOYSA-N
0,4143-62-8,ZGHORMOOTZTQFL-UHFFFAOYSA-N
0,110-16-7,VZCYOOQTPOCHFL-OWOJBTEDSA-N
0,136765-21-4,QDDSCIWMLPMTNQ-MNKRQEGKSA-N
0,156-38-7,XQXPVVBIMDBYFF-UHFFFAOYSA-N
0,4455-13-4,MDIAKIHKBBNYHF-UHFFFAOYSA-N
0,82467-52-5,RTZKSTLPRTWFEV-OLZOCXBDSA-N
0,28371-16-6,AFHJQYHRLPMKHU-QVLOPWTGSA-N
0,275-51-4,CUFNKYGDVFVPHO-UHFFFAOYSA-N
0,135566-92-6,QIWQHZQTBNPZSG-PKTZIBPZSA-N
0,89915-39-9,CNUHEVWYPKFJHH-UHFFFAOYSA-N
0,1241-87-8,GWTUHAXUUFROTF-DUXPYHPUSA-N
0,64-86-8,IAKHMKGGTNLKSZ-INIZCTEOSA-N
0,31090-37-6,NOHXYGXFTACADH-VXVUZNDESA-N
0,72050-71-6,VYUIKSFYFRVQLF-YCKUUJNFSA-N
0,28387-44-2,XMRKUJJDDKYUHV-ZCGSDFCLSA-N
0,19360-72-6,MXEIKUWMKSYEII-DETITRACSA-N
0,14317-17-0,UVGUDMTZIJXYDY-XSWJKVCQSA-N
0,15401-66-8,JWXKBCGJLCEZTJ-UHFFFAOYSA-N
0,19870-33-8,KVRQQFBSAHPTAB-FUYPYFFWSA-N
0,75425-27-3,OBIUGMGQVQMVSK-UHFFFAOYSA-N
0,469-01-2,LZMRDTLRSDRUSU-SJORKVTESA-N
0,60-81-1,IOUVKUPGCMBWBT-QNDFHXLGSA-N
0,17455-13-9,XEZNGIUYQVAUSS-UHFFFAOYSA-N
0,131580-36-4,XOCBOVUINUHZJA-RKXXOXFUSA-N
0,77363-65-6,MBWOCQLTCWTIJE-ZUGPOPFOSA-N
0,41653-77-4,ZMFCIMWRPFSUCY-VMPITWQZSA-N
0,19103-54-9,QCDYOIZVELGOLZ-UHFFFAOYSA-N
0,576-02-3,PNIFOHGQPKXLJE-SDQBBNPISA-N
0,69742-32-1,ADTULSGZUFJGNI-WSFKTYETSA-N
