,Region,Species in Data,Species in Underlying Population,Species in Data_prediction,Species in Data_residuals,Species in Data_highlight_high,Species in Data_highlight_low,R2
367,SSA,1,2,328.834280350509,-327.834280350509,False,False,0.6044130400263372
366,ANT,2,3,328.9534505811697,-326.9534505811697,False,False,0.6044130400263372
361,MCS,5,10,329.78764219579426,-324.78764219579426,False,False,0.6044130400263372
364,HMD,4,11,329.90681242645496,-325.90681242645496,False,False,0.6044130400263372
363,HBI,5,12,330.0259826571156,-325.0259826571156,False,False,0.6044130400263372
360,CRZ,6,22,331.21768496372215,-325.21768496372215,False,False,0.6044130400263372
354,WAK,12,22,331.21768496372215,-319.21768496372215,False,False,0.6044130400263372
362,SGE,5,23,331.33685519438285,-326.33685519438285,False,False,0.6044130400263372
358,MPE,7,24,331.4560254250435,-324.4560254250435,False,False,0.6044130400263372
359,DSV,7,28,331.9327063476861,-324.9327063476861,False,False,0.6044130400263372
352,PHX,14,28,331.9327063476861,-317.9327063476861,False,False,0.6044130400263372
357,ASP,7,32,332.40938727032875,-325.40938727032875,False,False,0.6044130400263372
355,KEG,11,32,332.40938727032875,-321.40938727032875,False,False,0.6044130400263372
353,ASC,13,36,332.8860681929714,-319.8860681929714,False,False,0.6044130400263372
356,EAS,9,41,333.48191934627465,-324.48191934627465,False,False,0.6044130400263372
365,MAQ,3,42,333.6010895769353,-330.6010895769353,False,False,0.6044130400263372
348,LIN,24,50,334.55445142222055,-310.55445142222055,False,False,0.6044130400263372
346,TUV,27,53,334.91196211420254,-307.91196211420254,False,False,0.6044130400263372
345,CGS,29,53,334.91196211420254,-305.91196211420254,False,False,0.6044130400263372
341,NRU,35,57,335.38864303684517,-300.38864303684517,False,False,0.6044130400263372
343,TOK,33,70,336.9378560354337,-303.9378560354337,False,False,0.6044130400263372
339,MCI,40,70,336.9378560354337,-296.9378560354337,False,False,0.6044130400263372
336,CKI,50,76,337.65287741939767,-287.65287741939767,False,False,0.6044130400263372
350,STH,17,89,339.2020904179862,-322.2020904179862,False,False,0.6044130400263372
334,GIL,53,96,340.0362820326108,-287.0362820326108,False,False,0.6044130400263372
338,SEL,42,98,340.2746224939321,-298.2746224939321,False,False,0.6044130400263372
351,TDC,14,98,340.2746224939321,-326.2746224939321,False,False,0.6044130400263372
342,PIT,34,118,342.65802710714524,-308.65802710714524,False,False,0.6044130400263372
328,MRS,67,125,343.49221872176986,-276.49221872176986,False,False,0.6044130400263372
344,KER,30,129,343.9688996444125,-313.9688996444125,False,False,0.6044130400263372
317,MDV,104,153,346.82898518026826,-242.82898518026826,False,False,0.6044130400263372
335,TUA,52,153,346.82898518026826,-294.82898518026826,False,False,0.6044130400263372
324,KZN,77,181,350.1657516387666,-273.1657516387666,False,False,0.6044130400263372
314,LDV,114,183,350.40409210008795,-236.40409210008795,False,False,0.6044130400263372
349,FAL,18,183,350.40409210008795,-332.40409210008795,False,False,0.6044130400263372
322,BER,82,197,352.0724753293371,-270.0724753293371,False,False,0.6044130400263372
327,ALD,71,198,352.1916455599978,-281.1916455599978,False,False,0.6044130400263372
340,SVA,38,200,352.4299860213191,-314.4299860213191,False,False,0.6044130400263372
325,ROD,76,206,353.1450074052831,-277.1450074052831,False,False,0.6044130400263372
332,CPI,60,210,353.6216883279257,-293.6216883279257,False,False,0.6044130400263372
309,SCS,131,210,353.6216883279257,-222.6216883279257,False,False,0.6044130400263372
347,ATP,25,211,353.74085855858635,-328.74085855858635,False,False,0.6044130400263372
318,XMS,101,215,354.217539481229,-253.21753948122898,False,False,0.6044130400263372
329,NUE,67,216,354.3367097118896,-287.3367097118896,False,False,0.6044130400263372
337,JNF,43,262,359.81854032227983,-316.81854032227983,False,False,0.6044130400263372
304,SWC,160,264,360.0568807836012,-200.05688078360117,False,False,0.6044130400263372
330,MXI,66,277,361.6060937821897,-295.6060937821897,False,False,0.6044130400263372
313,ARU,120,287,362.7977960887963,-242.7977960887963,False,False,0.6044130400263372
321,COO,85,294,363.63198770342086,-278.63198770342086,False,False,0.6044130400263372
326,SCZ,73,300,364.34700908738483,-291.34700908738483,False,False,0.6044130400263372
315,WAL,107,303,364.70451977936676,-257.70451977936676,False,False,0.6044130400263372
308,OGA,136,348,370.0671801590963,-234.06718015909632,False,False,0.6044130400263372
323,NFK,78,359,371.37805269636357,-293.37805269636357,False,False,0.6044130400263372
299,KUW,176,360,371.4972229270242,-195.4972229270242,False,False,0.6044130400263372
331,CTM,60,364,371.97390384966684,-311.97390384966684,False,False,0.6044130400263372
333,MRQ,58,364,371.97390384966684,-313.97390384966684,False,False,0.6044130400263372
319,ALU,95,368,372.45058477230947,-277.45058477230947,False,False,0.6044130400263372
303,FOR,161,368,372.45058477230947,-211.45058477230947,False,False,0.6044130400263372
320,TUB,87,377,373.5231168482554,-286.5231168482554,False,False,0.6044130400263372
298,WSA,177,392,375.31067030816524,-198.31067030816524,False,False,0.6044130400263372
307,TCI,144,405,376.8598833067538,-232.85988330675377,False,False,0.6044130400263372
310,SEY,128,416,378.170755844021,-250.17075584402102,False,False,0.6044130400263372
300,MRN,172,472,384.8442887610178,-212.84428876101782,False,False,0.6044130400263372
294,NLA,194,482,386.03599106762437,-192.03599106762437,False,False,0.6044130400263372
301,TON,166,519,390.44528960206867,-224.44528960206867,False,False,0.6044130400263372
311,GNL,124,528,391.5178216780146,-267.5178216780146,False,False,0.6044130400263372
290,CVI,209,537,392.5903537539605,-183.59035375396053,False,False,0.6044130400263372
284,CAY,237,556,394.85458813651303,-157.85458813651303,False,False,0.6044130400263372
276,AZO,279,558,395.0929285978343,-116.09292859783432,False,False,0.6044130400263372
306,GAL,147,592,399.14471644029663,-252.14471644029663,False,False,0.6044130400263372
296,CPV,184,605,400.6939294388852,-216.69392943888522,False,False,0.6044130400263372
305,NUN,155,622,402.7198233601164,-247.71982336011638,False,False,0.6044130400263372
312,SCI,124,624,402.95816382143767,-278.95816382143767,False,False,0.6044130400263372
279,PEI,274,708,412.9684631969329,-138.96846319693287,False,False,0.6044130400263372
262,GST,339,727,415.2326975794854,-76.23269757948538,False,False,0.6044130400263372
291,LAB,206,727,415.2326975794854,-209.23269757948538,False,False,0.6044130400263372
271,DJI,300,776,421.07203888185757,-121.07203888185757,False,False,0.6044130400263372
295,ICE,184,787,422.38291141912475,-238.38291141912475,False,False,0.6044130400263372
268,GAM,324,800,423.93212441771334,-99.93212441771334,False,False,0.6044130400263372
289,SOC,211,801,424.051294648374,-213.05129464837398,False,False,0.6044130400263372
254,MDR,387,814,425.6005076469625,-38.60050764696251,False,False,0.6044130400263372
273,VNA,294,827,427.14972064555104,-133.14972064555104,False,False,0.6044130400263372
302,SAM,162,860,431.0823382573527,-269.0823382573527,False,False,0.6044130400263372
293,CAB,194,936,440.13927578756267,-246.13927578756267,False,False,0.6044130400263372
297,REU,178,992,446.8128087045595,-268.8128087045595,False,False,0.6044130400263372
292,MAU,203,1002,448.004511011166,-245.00451101116602,False,False,0.6044130400263372
255,MTN,385,1009,448.83870262579063,-63.83870262579063,False,False,0.6044130400263372
275,NFL,284,1011,449.0770430871119,-165.07704308711192,False,False,0.6044130400263372
283,CRL,240,1036,452.0562988536284,-212.0562988536284,False,False,0.6044130400263372
278,NWT,275,1054,454.2013630055202,-179.2013630055202,False,False,0.6044130400263372
258,NGR,370,1079,457.1806187720366,-87.18061877203661,False,False,0.6044130400263372
265,BAH,333,1085,457.8956401560006,-124.89564015600058,False,False,0.6044130400263372
264,WDC,334,1095,459.0873424626071,-125.08734246260713,False,False,0.6044130400263372
282,COM,248,1105,460.27904476921367,-212.27904476921367,False,False,0.6044130400263372
260,NSC,361,1122,462.3049386904448,-101.30493869044483,False,False,0.6044130400263372
280,YUK,266,1125,462.66244938242687,-196.66244938242687,False,False,0.6044130400263372
252,NDA,393,1138,464.21166238101534,-71.21166238101534,False,False,0.6044130400263372
243,KUR,463,1141,464.56917307299733,-1.56917307299733,False,False,0.6044130400263372
257,NBR,378,1150,465.6417051489433,-87.64170514894329,False,False,0.6044130400263372
267,KAM,328,1153,465.9992158409252,-137.99921584092522,False,False,0.6044130400263372
194,SIN,603,1243,476.72453660038434,126.27546339961566,False,False,0.6044130400263372
234,SAK,507,1258,478.5120900602942,28.487909939705787,False,False,0.6044130400263372
274,MAG,284,1262,478.98877098293684,-194.98877098293684,False,False,0.6044130400263372
246,NCB,449,1263,479.1079412135975,-30.107941213597485,False,False,0.6044130400263372
253,SAS,388,1308,484.47060159332705,-96.47060159332705,False,False,0.6044130400263372
244,OMA,462,1314,485.185622977291,-23.18562297729102,False,False,0.6044130400263372
316,HAW,104,1315,485.30479320795166,-381.30479320795166,False,False,0.6044130400263372
247,RHO,445,1349,489.356581050414,-44.35658105041398,False,False,0.6044130400263372
272,VAN,295,1352,489.71409174239596,-194.71409174239596,False,False,0.6044130400263372
250,MAN,424,1375,492.45500704759104,-68.45500704759104,False,False,0.6044130400263372
287,CLS,222,1385,493.64670935419764,-271.64670935419764,False,False,0.6044130400263372
266,ASK,330,1412,496.8643055820354,-166.8643055820354,False,False,0.6044130400263372
