,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family
4070,Tabernaemontanine,FFVRRQMGGGTQRH-ZZVZJULESA-N,FFVRRQMGGGTQRH,Tabernaemontana coronaria Br.(Ervatamia coronaria.),Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4066,Voacangine,MMAYTCMMKJYIAM-RUGRQLENSA-N,MMAYTCMMKJYIAM,Ervatamia coronaria (Jacq.),Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4067,Voacangine hydroxyindolenine,AVRFPRAAVSCSSZ-GSEWTJHMSA-N,AVRFPRAAVSCSSZ,Ervatamia coronaria (Jacq.),Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4068,Voacristine,OYMQKBZMKFJPMH-BJTBUVKLSA-N,OYMQKBZMKFJPMH,Ervatamia coronaria (Jacq.),Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4061,Voaphylline,OGDFTQDRHAGLTB-GUDVDZBRSA-N,OGDFTQDRHAGLTB,Ervatamia coronaria,Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Tabernaemontana divaricata,Apocynaceae
4135,Arctigenin,NQWVSMVXKMHKTF-JKSUJKDBSA-N,NQWVSMVXKMHKTF,Taiwania cryptomerioides Hayata,Taiwania cryptomerioides,Taiwania cryptomerioides Hayata,Taiwania cryptomerioides,Cupressaceae
4174,Taiwanin C,YMGOOHXUOWZQOE-UHFFFAOYSA-N,YMGOOHXUOWZQOE,Taiwania cryptomerioides Hayata,Taiwania cryptomerioides,Taiwania cryptomerioides Hayata,Taiwania cryptomerioides,Cupressaceae
4864,Talinumoside I,MUEUOXPTUMGVJS-BQCKFNBUSA-N,MUEUOXPTUMGVJS,Talinum triangulare,Talinum fruticosum,Talinum fruticosum (L.) Juss.,Talinum fruticosum,Talinaceae
2446,L-Baikiain,YCQPUTODZKESPK-YFKPBYRVSA-N,YCQPUTODZKESPK,Caesalpinia tinctoria,Tara spinosa,Tara spinosa (Molina) Britton & Rose,Tara spinosa,Fabaceae
1199,Homomoschatoline,WXGQWNXTPSGPIX-UHFFFAOYSA-N,WXGQWNXTPSGPIX,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Menispermaceae
1200,Imenine,FJMPJHSWPARBRY-UHFFFAOYSA-N,FJMPJHSWPARBRY,Telitoxicum glaziovii,Telitoxicum glaziovii,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Menispermaceae
1202,Lysicamine,DPBMWJXWUINLQT-UHFFFAOYSA-N,DPBMWJXWUINLQT,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Menispermaceae
1211,Ouregidione,MSQSEOYPHJGUTP-UHFFFAOYSA-N,MSQSEOYPHJGUTP,Telitoxicum glaxiovii,Telitoxicum glaziovii,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Menispermaceae
1204,Splendidine,KTFPZTCBZNFIPH-UHFFFAOYSA-N,KTFPZTCBZNFIPH,Telitoxicum glaziovii,Telitoxicum glaziovii,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Menispermaceae
1205,Teladiazoline,KLUWUEZDQZTJES-UHFFFAOYSA-N,KLUWUEZDQZTJES,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Menispermaceae
1207,Telazoline,IJGWNNULIQJPPF-UHFFFAOYSA-N,IJGWNNULIQJPPF,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Menispermaceae
1209,Telitoxine,XUCVGXXKAGOIKY-UHFFFAOYSA-N,XUCVGXXKAGOIKY,Telitoxicum glaziovii,Telitoxicum glaziovii,Telitoxicum glaziovii Moldenke,Telitoxicum glaziovii,Menispermaceae
1210,Norcepharadione B,BAGGDUOPTSQTHD-UHFFFAOYSA-N,BAGGDUOPTSQTHD,Telitoxicum krukovii,Telitoxicum krukovii,Telitoxicum krukovii Moldenke,Telitoxicum krukovii,Menispermaceae
1201,Lysicamine,DPBMWJXWUINLQT-UHFFFAOYSA-N,DPBMWJXWUINLQT,Telitoxicum peruvianum Moldenke,Telitoxicum peruvianum,Telitoxicum peruvianum Moldenke,Telitoxicum peruvianum,Menispermaceae
1203,Peruvianine,WYOUUOLVKRLYJW-UHFFFAOYSA-N,WYOUUOLVKRLYJW,Telitoxicum peruvianum Moldenke,Telitoxicum peruvianum,Telitoxicum peruvianum Moldenke,Telitoxicum peruvianum,Menispermaceae
1206,Telazoline,IJGWNNULIQJPPF-UHFFFAOYSA-N,IJGWNNULIQJPPF,Telitoxicum peruvianum Moldenke,Telitoxicum peruvianum,Telitoxicum peruvianum Moldenke,Telitoxicum peruvianum,Menispermaceae
1208,Telitoxine,XUCVGXXKAGOIKY-UHFFFAOYSA-N,XUCVGXXKAGOIKY,Telitoxicum peruvianum Moldenke,Telitoxicum peruvianum,Telitoxicum peruvianum Moldenke,Telitoxicum peruvianum,Menispermaceae
2639,Arjunolic acid,RWNHLTKFBKYDOJ-DDHMHSPCSA-N,RWNHLTKFBKYDOJ,Terminalia conferta,Terminalia,Terminalia L.,,Combretaceae
2656,Sericoside,USIMOIBJGVJSLM-YVILOKHASA-N,USIMOIBJGVJSLM,Terminalia officinalis,Terminalia,Terminalia L.,,Combretaceae
2793,"3,3',4-Tri-O-methylflavellagic acid",BLICLJSLKJVPKA-UHFFFAOYSA-N,BLICLJSLKJVPKA,Anogeissus latifolia,Terminalia anogeissiana,Terminalia anogeissiana Gere & Boatwr.,Terminalia anogeissiana,Combretaceae
2786,Corilagin,TUSDEZXZIZRFGC-XIGLUPEJSA-N,TUSDEZXZIZRFGC,Anogeissus latifolia,Terminalia anogeissiana,Terminalia anogeissiana Gere & Boatwr.,Terminalia anogeissiana,Combretaceae
2787,Luteolin 7-galactosyl-(1->6)-galactoside,LDTDRTSKWGQBAA-YIVZYRLCSA-N,LDTDRTSKWGQBAA,Anogeissus latifolia,Terminalia anogeissiana,Terminalia anogeissiana Gere & Boatwr.,Terminalia anogeissiana,Combretaceae
2788,Quercetin 3-galactosyl-(1->4)-rhamnoside,CAENGMLSMONNBU-JCJRKFENSA-N,CAENGMLSMONNBU,Anogeissus latifolia,Terminalia anogeissiana,Terminalia anogeissiana Gere & Boatwr.,Terminalia anogeissiana,Combretaceae
2619,(+)-Gallocatechin,XMOCLSLCDHWDHP-SWLSCSKDSA-N,XMOCLSLCDHWDHP,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2570,(-)-Epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,PFTAWBLQPZVEMU,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2624,(-)-Epigallocatechin,XMOCLSLCDHWDHP-IUODEOHRSA-N,XMOCLSLCDHWDHP,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2645,Arjunetin,IGWNEOKIHCAVIU-FZFZDMCWSA-N,IGWNEOKIHCAVIU,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2651,Arjungenin,IFIQVSCCFRXSJV-NWCCWSSZSA-N,IFIQVSCCFRXSJV,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2653,Arjunglucoside I,CMZFNIMQBCBHEX-APNSOIJXSA-N,CMZFNIMQBCBHEX,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2647,Arjunglucoside II,CJHYKSSBQRABTM-XJWBRSAFSA-N,CJHYKSSBQRABTM,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2663,Arjunic acid,WDPNZZSUCIZMSX-ZKFZOLPESA-N,WDPNZZSUCIZMSX,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2676,Arjunin,BQJLRFQOJZNELD-FNFXDCFUSA-N,BQJLRFQOJZNELD,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2641,Arjunolic acid,RWNHLTKFBKYDOJ-DDHMHSPCSA-N,RWNHLTKFBKYDOJ,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2617,Arjunone,ZCMZJXOFFVFREZ-UHFFFAOYSA-N,ZCMZJXOFFVFREZ,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2615,Cerasidin,IAUDUEQNUVKNBT-SOFGYWHQSA-N,IAUDUEQNUVKNBT,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2613,"Norartocarpetin 5,7,2',4'-tetramethyl ether",VJCVZHAFFDEHIW-UHFFFAOYSA-N,VJCVZHAFFDEHIW,Terminalia arjuna,Terminalia arjuna,Terminalia arjuna (Roxb. ex DC.) Wight & Arn.,Terminalia arjuna,Combretaceae
2670,(-)-Isoguaiacin,TZAAYUCUPIYQBR-FKANQGBASA-N,TZAAYUCUPIYQBR,Terminalia bellirica,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,Terminalia bellirica,Combretaceae
2564,Anolignan B,VVKZAZVVUAFFGF-UHFFFAOYSA-N,VVKZAZVVUAFFGF,Terminalia bellerica,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,Terminalia bellirica,Combretaceae
2627,Ellagic acid,AFSDNFLWKVMVRB-UHFFFAOYSA-N,AFSDNFLWKVMVRB,terminalia bellirica,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,Terminalia bellirica,Combretaceae
2582,Gallic acid,LNTHITQWFMADLM-UHFFFAOYSA-N,LNTHITQWFMADLM,terminalia bellirica,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,Terminalia bellirica,Combretaceae
2562,Termilignan,JFMRBOFPBJLBBF-UHFFFAOYSA-N,JFMRBOFPBJLBBF,Terminalia bellerica,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,Terminalia bellirica,Combretaceae
2563,Termilignan,JFMRBOFPBJLBBF-UHFFFAOYSA-N,JFMRBOFPBJLBBF,Terminalia bellirica,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,Terminalia bellirica,Combretaceae
2798,Buceracidin A,SHVNMDGYHQHAIC-UXHICEINSA-N,SHVNMDGYHQHAIC,Bucida buceras,Terminalia buceras,Terminalia buceras (L.) C.Wright,Terminalia buceras,Combretaceae
2799,Buceracidin B,CTXOXNJBBDQWCE-HNNXBMFYSA-N,CTXOXNJBBDQWCE,Bucida buceras,Terminalia buceras,Terminalia buceras (L.) C.Wright,Terminalia buceras,Combretaceae
2796,Minimiflorin,IAKVRAMIQPWTDR-FQEVSTJZSA-N,IAKVRAMIQPWTDR,Bucida buceras,Terminalia buceras,Terminalia buceras (L.) C.Wright,Terminalia buceras,Combretaceae
2797,Mundulinol,UNYRLLNPZQFKTP-FCHUYYIVSA-N,UNYRLLNPZQFKTP,Bucida buceras,Terminalia buceras,Terminalia buceras (L.) C.Wright,Terminalia buceras,Combretaceae
2659,Termicalcicolanone A,LIBMYNVOSDZKIY-UHFFFAOYSA-N,LIBMYNVOSDZKIY,Terminalia calcicola,Terminalia calcicola,Terminalia calcicola H.Perrier,Terminalia calcicola,Combretaceae
2660,Termicalcicolanone B,VCWSESMETSMYLY-UHFFFAOYSA-N,VCWSESMETSMYLY,Terminalia calcicola,Terminalia calcicola,Terminalia calcicola H.Perrier,Terminalia calcicola,Combretaceae
2621,(+)-Gallocatechin,XMOCLSLCDHWDHP-SWLSCSKDSA-N,XMOCLSLCDHWDHP,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2569,(-)-Epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,PFTAWBLQPZVEMU,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2622,(-)-Epigallocatechin,XMOCLSLCDHWDHP-IUODEOHRSA-N,XMOCLSLCDHWDHP,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2628,2''-O-Galloylisovitexin,VHHCLIKWPGQXHO-ZRJKONDKSA-N,VHHCLIKWPGQXHO,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2585,"3,4-Dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2567,4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2557,Caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,QAIPRVGONGVQAS,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2673,Coumaric acid,KKSDGJDHHZEWEP-PLNGDYQASA-N,KKSDGJDHHZEWEP,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2590,Ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2588,Vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,WKOLLVMJNQIZCI,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2629,Vitexin 2''-O-gallate,JIWNHMGTDGWOEF-BTIKPVGNSA-N,JIWNHMGTDGWOEF,Terminalia catappa,Terminalia catappa,Terminalia catappa L.,Terminalia catappa,Combretaceae
2597,"1,2,3,4,6-Penta-O-galloyl-beta-D-glucose",QJYNZEYHSMRWBK-NIKIMHBISA-N,QJYNZEYHSMRWBK,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2586,"3,4-Dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2637,4-Terpineol,WRYLYDPHFGVWKC-UHFFFAOYSA-N,WRYLYDPHFGVWKC,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2565,4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2576,Behenic acid,UKMSUNONTOPOIO-UHFFFAOYSA-N,UKMSUNONTOPOIO,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2556,Caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,QAIPRVGONGVQAS,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2593,Casuarinin,MMQXBTULXAEKQE-VSLJGAQWSA-N,MMQXBTULXAEKQE,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2579,Catechol,YCIMNLLNPGFGHC-UHFFFAOYSA-N,YCIMNLLNPGFGHC,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2594,Chebulagic acid,HGJXAVROWQLCTP-YABCKIEDSA-N,HGJXAVROWQLCTP,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2595,Chebulinic acid,YGVHOSGNOYKRIH-FJPMMHPYSA-N,YGVHOSGNOYKRIH,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2596,Corilagin,TUSDEZXZIZRFGC-XIGLUPEJSA-N,TUSDEZXZIZRFGC,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2672,Coumaric acid,KKSDGJDHHZEWEP-PLNGDYQASA-N,KKSDGJDHHZEWEP,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2626,Ellagic acid,AFSDNFLWKVMVRB-UHFFFAOYSA-N,AFSDNFLWKVMVRB,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2642,Ethyl gallate,VFPFQHQNJCMNBZ-UHFFFAOYSA-N,VFPFQHQNJCMNBZ,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2558,Eugenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,RRAFCDWBNXTKKO,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2592,Ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2581,Gallic acid,LNTHITQWFMADLM-UHFFFAOYSA-N,LNTHITQWFMADLM,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2614,Hirsutrin,OVSQVDMCBVZWGM-QSOFNFLRSA-N,OVSQVDMCBVZWGM,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2675,Neochebulinic acid,OEVLWLXRXPYOLV-FHVMJIKHSA-N,OEVLWLXRXPYOLV,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2578,Octadecanoic acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,QIQXTHQIDYTFRH,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2577,Oleic acid,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,ZQPPMHVWECSIRJ,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2575,Oxalic acid,MUBZPKHOEPUJKR-UHFFFAOYSA-N,MUBZPKHOEPUJKR,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2657,Punicalagin,ZJVUMAFASBFUBG-UHFFFAOYSA-N,ZJVUMAFASBFUBG,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2649,Quinic acid,AAWZDTNXLSGCEK-YTPWUJHKSA-N,AAWZDTNXLSGCEK,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2674,Terchebulin,XLTUFSWXCLUYIA-UHFFFAOYSA-N,XLTUFSWXCLUYIA,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2560,Termilignan,JFMRBOFPBJLBBF-UHFFFAOYSA-N,JFMRBOFPBJLBBF,Terminalia chebula var.tomentella,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2667,Triacontanoic acid,VHOCUJPBKOZGJD-UHFFFAOYSA-N,VHOCUJPBKOZGJD,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2587,Vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,WKOLLVMJNQIZCI,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2599,alpha-Terpinene,YHQGMYUVUMAZJR-UHFFFAOYSA-N,YHQGMYUVUMAZJR,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2568,alpha-Terpinolene,MOYAFQVGZZPNRA-UHFFFAOYSA-N,MOYAFQVGZZPNRA,Terminalia chebula,Terminalia chebula,Terminalia chebula Retz.,Terminalia chebula,Combretaceae
2630,"2',4',5,7-Tetramethoxy-8-methylflavanone",POAYRMWLLITKDN-UHFFFAOYSA-N,POAYRMWLLITKDN,Terminalia alata,Terminalia elliptica,Terminalia elliptica Willd.,Terminalia elliptica,Combretaceae
2631,"4'-Hydroxy-5,7,2'-trimethoxyflavanone 4'-rhamnosyl-(1->6)-glucoside",CPNDUJFPOGZJOE-XFXHYWGLSA-N,CPNDUJFPOGZJOE,Terminalia alata,Terminalia elliptica,Terminalia elliptica Willd.,Terminalia elliptica,Combretaceae
2632,"4,6,2',4'-Tetramethoxychalcone 2'-beta-glucoside",HVISDQXFNJPZDE-OFHYQNCASA-N,HVISDQXFNJPZDE,Terminalia alata,Terminalia elliptica,Terminalia elliptica Willd.,Terminalia elliptica,Combretaceae
2805,Arjunetin,IGWNEOKIHCAVIU-FZFZDMCWSA-N,IGWNEOKIHCAVIU,Pteleopsis suberosa Engl.et Diels,Terminalia engleri,Terminalia engleri Gere & Boatwr.,Terminalia engleri,Combretaceae
2807,Arjungenin,IFIQVSCCFRXSJV-NWCCWSSZSA-N,IFIQVSCCFRXSJV,Pteleopsis suberosa Engl.et Diels,Terminalia engleri,Terminalia engleri Gere & Boatwr.,Terminalia engleri,Combretaceae
2808,Arjunglucoside I,CMZFNIMQBCBHEX-APNSOIJXSA-N,CMZFNIMQBCBHEX,Pteleopsis suberosa Engl.et Diels,Terminalia engleri,Terminalia engleri Gere & Boatwr.,Terminalia engleri,Combretaceae
2806,Arjunglucoside II,CJHYKSSBQRABTM-XJWBRSAFSA-N,CJHYKSSBQRABTM,Pteleopsis suberosa Engl.et Diels,Terminalia engleri,Terminalia engleri Gere & Boatwr.,Terminalia engleri,Combretaceae
2809,Sericic acid,IFIQVSCCFRXSJV-GOVAGAJPSA-N,IFIQVSCCFRXSJV,Pteleopsis suberosa Engl.et Diels,Terminalia engleri,Terminalia engleri Gere & Boatwr.,Terminalia engleri,Combretaceae
2810,Sericoside,USIMOIBJGVJSLM-YVILOKHASA-N,USIMOIBJGVJSLM,Pteleopsis suberosa Engl.et Diels,Terminalia engleri,Terminalia engleri Gere & Boatwr.,Terminalia engleri,Combretaceae
2601,(-)-beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2618,"7,4'-Dihydroxy-3'-methoxyflavan",GJBQOEWAEONRFS-AWEZNQCLSA-N,GJBQOEWAEONRFS,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2638,Acetylursolic acid,PHFUCJXOLZAQNH-OTMOLZNZSA-N,PHFUCJXOLZAQNH,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2646,Arjunetin,IGWNEOKIHCAVIU-FZFZDMCWSA-N,IGWNEOKIHCAVIU,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2650,Arjungenin,IFIQVSCCFRXSJV-NWCCWSSZSA-N,IFIQVSCCFRXSJV,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2652,Arjunglucoside I,CMZFNIMQBCBHEX-APNSOIJXSA-N,CMZFNIMQBCBHEX,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2648,Arjunglucoside II,CJHYKSSBQRABTM-XJWBRSAFSA-N,CJHYKSSBQRABTM,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2662,Arjunic acid,WDPNZZSUCIZMSX-ZKFZOLPESA-N,WDPNZZSUCIZMSX,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2640,Arjunolic acid,RWNHLTKFBKYDOJ-DDHMHSPCSA-N,RWNHLTKFBKYDOJ,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2580,Gallic acid,LNTHITQWFMADLM-UHFFFAOYSA-N,LNTHITQWFMADLM,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2572,Isosakuranetin,HMUJXQRRKBLVOO-AWEZNQCLSA-N,HMUJXQRRKBLVOO,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2573,Naringenin,FTVWIRXFELQLPI-UHFFFAOYSA-N,FTVWIRXFELQLPI,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2574,Sakuranetin,DJOJDHGQRNZXQQ-AWEZNQCLSA-N,DJOJDHGQRNZXQQ,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2608,beta-Betulinic acid,QGJZLNKBHJESQX-FZFNOLFKSA-N,QGJZLNKBHJESQX,Terminalia fagifolia,Terminalia fagifolia,Terminalia fagifolia Mart.,Terminalia fagifolia,Combretaceae
2804,"(3beta,5alpha)-Stigmastan-3-ol",LGJMUZUPVCAVPU-HRJGVYIJSA-N,LGJMUZUPVCAVPU,Pteleopsis hylodendron,Terminalia hylodendron,Terminalia hylodendron (Mildbr.) Gere & Boatwr.,Terminalia hylodendron,Combretaceae
2802,3-Friedelanone,OFMXGFHWLZPCFL-SVRPQWSVSA-N,OFMXGFHWLZPCFL,Pteleopsis hylodendron,Terminalia hylodendron,Terminalia hylodendron (Mildbr.) Gere & Boatwr.,Terminalia hylodendron,Combretaceae
2803,Lupeol,MQYXUWHLBZFQQO-JGGBMTAGSA-N,MQYXUWHLBZFQQO,Pteleopsis hylodendron,Terminalia hylodendron,Terminalia hylodendron (Mildbr.) Gere & Boatwr.,Terminalia hylodendron,Combretaceae
2800,beta-Carotene,OENHQHLEOONYIE-JLTXGRSLSA-N,OENHQHLEOONYIE,Pteleopsis hylodendron,Terminalia hylodendron,Terminalia hylodendron (Mildbr.) Gere & Boatwr.,Terminalia hylodendron,Combretaceae
2801,beta-Stigmasterol,HCXVJBMSMIARIN-PHZDYDNGSA-N,HCXVJBMSMIARIN,Pteleopsis hylodendron,Terminalia hylodendron,Terminalia hylodendron (Mildbr.) Gere & Boatwr.,Terminalia hylodendron,Combretaceae
2620,(+)-Gallocatechin,XMOCLSLCDHWDHP-SWLSCSKDSA-N,XMOCLSLCDHWDHP,Terminalia mollis,Terminalia mollis,Terminalia mollis M.A.Lawson,Terminalia mollis,Combretaceae
