,Region,Species in Data,Species in Underlying Population,Species in Data_prediction,Species in Data_residuals,Species in Data_highlight_high,Species in Data_highlight_low,R2
367,SSA,1,2,299.5830056432002,-298.5830056432002,False,False,0.6130899685909516
366,ANT,2,3,299.69341229673773,-297.69341229673773,False,False,0.6130899685909516
361,MCS,5,10,300.46625887150026,-295.46625887150026,False,False,0.6130899685909516
363,HMD,4,11,300.57666552503775,-296.57666552503775,False,False,0.6130899685909516
364,HBI,4,12,300.6870721785753,-296.6870721785753,False,False,0.6130899685909516
355,WAK,11,22,301.7911387139504,-290.7911387139504,False,False,0.6130899685909516
360,CRZ,6,22,301.7911387139504,-295.7911387139504,False,False,0.6130899685909516
362,SGE,5,23,301.90154536748787,-296.90154536748787,False,False,0.6130899685909516
357,MPE,7,24,302.01195202102537,-295.01195202102537,False,False,0.6130899685909516
352,PHX,13,28,302.4535786351754,-289.4535786351754,False,False,0.6130899685909516
359,DSV,6,28,302.4535786351754,-296.4535786351754,False,False,0.6130899685909516
354,KEG,11,32,302.89520524932544,-291.89520524932544,False,False,0.6130899685909516
358,ASP,6,32,302.89520524932544,-296.89520524932544,False,False,0.6130899685909516
350,ASC,13,36,303.3368318634755,-290.3368318634755,False,False,0.6130899685909516
356,EAS,8,41,303.888865131163,-295.888865131163,False,False,0.6130899685909516
365,MAQ,3,42,303.9992717847005,-300.9992717847005,False,False,0.6130899685909516
347,LIN,23,50,304.8825250130006,-281.8825250130006,False,False,0.6130899685909516
344,CGS,28,53,305.21374497361313,-277.21374497361313,False,False,0.6130899685909516
345,TUV,26,53,305.21374497361313,-279.21374497361313,False,False,0.6130899685909516
340,NRU,34,57,305.65537158776317,-271.65537158776317,False,False,0.6130899685909516
343,TOK,31,70,307.0906580837507,-276.0906580837507,False,False,0.6130899685909516
339,MCI,36,70,307.0906580837507,-271.0906580837507,False,False,0.6130899685909516
336,CKI,48,76,307.7530980049758,-259.7530980049758,False,False,0.6130899685909516
349,STH,16,89,309.1883845009634,-293.1883845009634,False,False,0.6130899685909516
333,GIL,51,96,309.96123107572595,-258.96123107572595,False,False,0.6130899685909516
353,TDC,12,98,310.182044382801,-298.182044382801,False,False,0.6130899685909516
337,SEL,40,98,310.182044382801,-270.182044382801,False,False,0.6130899685909516
342,PIT,32,118,312.39017745355113,-280.39017745355113,False,False,0.6130899685909516
327,MRS,65,125,313.1630240283137,-248.1630240283137,False,False,0.6130899685909516
346,KER,24,129,313.60465064246375,-289.60465064246375,False,False,0.6130899685909516
334,TUA,49,153,316.2544103273639,-267.2544103273639,False,False,0.6130899685909516
315,MDV,99,153,316.2544103273639,-217.25441032736393,False,False,0.6130899685909516
323,KZN,73,181,319.34579662641414,-246.34579662641414,False,False,0.6130899685909516
351,FAL,13,183,319.56660993348913,-306.56660993348913,False,False,0.6130899685909516
314,LDV,107,183,319.56660993348913,-212.56660993348913,False,False,0.6130899685909516
322,BER,73,197,321.11230308301424,-248.11230308301424,False,False,0.6130899685909516
328,ALD,63,198,321.2227097365518,-258.2227097365518,False,False,0.6130899685909516
341,SVA,34,200,321.4435230436268,-287.4435230436268,False,False,0.6130899685909516
324,ROD,72,206,322.10596296485187,-250.10596296485187,False,False,0.6130899685909516
330,CPI,57,210,322.54758957900185,-265.54758957900185,False,False,0.6130899685909516
309,SCS,120,210,322.54758957900185,-202.54758957900185,False,False,0.6130899685909516
348,ATP,19,211,322.6579962325394,-303.6579962325394,False,False,0.6130899685909516
317,XMS,95,215,323.0996228466894,-228.09962284668939,False,False,0.6130899685909516
329,NUE,62,216,323.21002950022694,-261.21002950022694,False,False,0.6130899685909516
338,JNF,39,262,328.2887355629523,-289.2887355629523,False,False,0.6130899685909516
302,SWC,149,264,328.5095488700273,-179.5095488700273,False,False,0.6130899685909516
331,MXI,56,277,329.9448353660149,-273.9448353660149,False,False,0.6130899685909516
312,ARU,111,287,331.04890190138997,-220.04890190138997,False,False,0.6130899685909516
321,COO,77,294,331.82174847615255,-254.82174847615255,False,False,0.6130899685909516
326,SCZ,65,300,332.4841883973776,-267.4841883973776,False,False,0.6130899685909516
316,WAL,98,303,332.8154083579901,-234.81540835799012,False,False,0.6130899685909516
308,OGA,128,348,337.783707767178,-209.783707767178,False,False,0.6130899685909516
325,NFK,70,359,338.99818095609055,-268.99818095609055,False,False,0.6130899685909516
297,KUW,166,360,339.1085876096281,-173.1085876096281,False,False,0.6130899685909516
332,MRQ,54,364,339.5502142237781,-285.5502142237781,False,False,0.6130899685909516
335,CTM,49,364,339.5502142237781,-290.5502142237781,False,False,0.6130899685909516
319,ALU,85,368,339.9918408379281,-254.99184083792812,False,False,0.6130899685909516
305,FOR,140,368,339.9918408379281,-199.99184083792812,False,False,0.6130899685909516
320,TUB,78,377,340.9855007197657,-262.9855007197657,False,False,0.6130899685909516
296,WSA,168,392,342.64160052282836,-174.64160052282836,False,False,0.6130899685909516
307,TCI,130,405,344.0768870188159,-214.0768870188159,False,False,0.6130899685909516
310,SEY,118,416,345.29136020772853,-227.29136020772853,False,False,0.6130899685909516
300,MRN,159,472,351.47413280582896,-192.47413280582896,False,False,0.6130899685909516
294,NLA,178,482,352.578199341204,-174.57819934120403,False,False,0.6130899685909516
301,TON,150,519,356.66324552209187,-206.66324552209187,False,False,0.6130899685909516
313,GNL,109,528,357.65690540392944,-248.65690540392944,False,False,0.6130899685909516
287,CVI,202,537,358.650565285767,-156.65056528576702,False,False,0.6130899685909516
284,CAY,215,556,360.74829170297966,-145.74829170297966,False,False,0.6130899685909516
274,AZO,261,558,360.96910501005465,-99.96910501005465,False,False,0.6130899685909516
306,GAL,140,592,364.72293123032995,-224.72293123032995,False,False,0.6130899685909516
295,CPV,170,605,366.15821772631756,-196.15821772631756,False,False,0.6130899685909516
304,NUN,144,622,368.0351308364552,-224.0351308364552,False,False,0.6130899685909516
311,SCI,115,624,368.2559441435302,-253.2559441435302,False,False,0.6130899685909516
277,PEI,251,708,377.53010304068084,-126.53010304068084,False,False,0.6130899685909516
292,LAB,187,727,379.62782945789354,-192.62782945789354,False,False,0.6130899685909516
262,GST,321,727,379.62782945789354,-58.62782945789354,False,False,0.6130899685909516
270,DJI,285,776,385.03775548123144,-100.03775548123144,False,False,0.6130899685909516
299,ICE,162,787,386.252228670144,-224.252228670144,False,False,0.6130899685909516
264,GAM,303,800,387.6875151661316,-84.68751516613162,False,False,0.6130899685909516
288,SOC,199,801,387.7979218196691,-188.7979218196691,False,False,0.6130899685909516
253,MDR,360,814,389.2332083156567,-29.233208315656725,False,False,0.6130899685909516
273,VNA,272,827,390.66849481164434,-118.66849481164434,False,False,0.6130899685909516
303,SAM,146,860,394.3119143783821,-248.31191437838208,False,False,0.6130899685909516
293,CAB,179,936,402.7028200472327,-223.7028200472327,False,False,0.6130899685909516
298,REU,163,992,408.88559264533313,-245.88559264533313,False,False,0.6130899685909516
291,MAU,188,1002,409.98965918070826,-221.98965918070826,False,False,0.6130899685909516
252,MTN,363,1009,410.7625057554708,-47.762505755470784,False,False,0.6130899685909516
278,NFL,251,1011,410.9833190625458,-159.98331906254577,False,False,0.6130899685909516
283,CRL,216,1036,413.7434854009835,-197.7434854009835,False,False,0.6130899685909516
279,NWT,248,1054,415.73080516465865,-167.73080516465865,False,False,0.6130899685909516
256,NGR,352,1079,418.4909715030964,-66.49097150309638,False,False,0.6130899685909516
265,BAH,299,1085,419.1534114243214,-120.1534114243214,False,False,0.6130899685909516
268,WDC,296,1095,420.2574779596965,-124.25747795969647,False,False,0.6130899685909516
281,COM,225,1105,421.36154449507154,-196.36154449507154,False,False,0.6130899685909516
260,NSC,329,1122,423.2384576052092,-94.23845760520919,False,False,0.6130899685909516
280,YUK,242,1125,423.56967756582173,-181.56967756582173,False,False,0.6130899685909516
255,NDA,355,1138,425.00496406180935,-70.00496406180935,False,False,0.6130899685909516
246,KUR,418,1141,425.33618402242183,-7.336184022421833,False,False,0.6130899685909516
258,NBR,342,1150,426.3298439042594,-84.3298439042594,False,False,0.6130899685909516
269,KAM,296,1153,426.66106386487195,-130.66106386487195,False,False,0.6130899685909516
185,SIN,572,1243,436.5976626832477,135.40233731675232,False,False,0.6130899685909516
233,SAK,465,1258,438.2537624863103,26.74623751368972,False,False,0.6130899685909516
275,MAG,259,1262,438.6953891004603,-179.69538910046032,False,False,0.6130899685909516
243,NCB,431,1263,438.8057957539978,-7.805795753997813,False,False,0.6130899685909516
254,SAS,356,1308,443.7740951631857,-87.77409516318568,False,False,0.6130899685909516
242,OMA,434,1314,444.4365350844107,-10.436535084410707,False,False,0.6130899685909516
318,HAW,94,1315,444.54694173794826,-350.54694173794826,False,False,0.6130899685909516
