,family,Species per Family in Data,Species per Family,Species per Family in Data_loess_prediction,Species per Family in Data_residuals,Species per Family in Data_highlight_high,Species per Family in Data_highlight_low,R2
29,Asteraceae,3842,35217,2277.9597666714017,1564.0402333285983,True,False,0.6305372614390841
30,Atherospermataceae,13,17,3.4542284778216934,9.545771522178306,False,False,0.6305372614390841
31,Austrobaileyaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
32,Balanopaceae,1,9,2.9971284849294073,-1.9971284849294073,False,False,0.6305372614390841
33,Balanophoraceae,13,61,5.940662807674133,7.059337192325867,False,False,0.6305372614390841
34,Balsaminaceae,9,1172,84.08161902529021,-75.08161902529021,False,False,0.6305372614390841
35,Basellaceae,6,19,3.5682245423383003,2.4317754576616997,False,False,0.6305372614390841
36,Begoniaceae,7,2136,140.06160241652486,-133.06160241652486,False,False,0.6305372614390841
37,Berberidaceae,140,739,54.07195921436278,85.92804078563722,False,False,0.6305372614390841
38,Berberidopsidaceae,1,4,2.7104852152024015,-1.7104852152024015,False,False,0.6305372614390841
39,Betulaceae,53,210,13.684490692888158,39.31550930711184,False,False,0.6305372614390841
40,Biebersteiniaceae,3,4,2.7104852152024015,0.2895147847975985,False,False,0.6305372614390841
41,Bignoniaceae,93,904,66.4583185457079,26.541681454292103,False,False,0.6305372614390841
42,Bixaceae,5,27,4.023167324389776,0.9768326756102237,False,False,0.6305372614390841
43,Blandfordiaceae,1,4,2.7104852152024015,-1.7104852152024015,False,False,0.6305372614390841
44,Bonnetiaceae,2,38,4.646192086249307,-2.6461920862493074,False,False,0.6305372614390841
45,Boraginaceae,225,3507,224.9557254688375,0.04427453116250035,False,False,0.6305372614390841
46,Brassicaceae,185,4238,272.8608637296368,-87.86086372963678,False,False,0.6305372614390841
47,Bromeliaceae,39,3720,238.9628288558276,-199.9628288558276,False,False,0.6305372614390841
48,Burseraceae,63,770,56.43661942252138,6.563380577478618,False,False,0.6305372614390841
49,Buxaceae,18,129,9.701009942894904,8.298990057105096,False,False,0.6305372614390841
50,Byblidaceae,1,8,2.9398602076748177,-1.9398602076748177,False,False,0.6305372614390841
51,Cabombaceae,1,7,2.882561955560574,-1.8825619555605742,False,False,0.6305372614390841
52,Cactaceae,97,1984,130.3424655715748,-33.34246557157479,False,False,0.6305372614390841
53,Calceolariaceae,23,274,16.62036153331417,6.3796384666858295,False,False,0.6305372614390841
54,Calophyllaceae,79,437,30.053710348994453,48.94628965100554,False,False,0.6305372614390841
55,Calycanthaceae,4,11,3.1115760932903616,0.8884239067096384,False,False,0.6305372614390841
56,Calyceraceae,9,47,5.153979320590801,3.8460206794091993,False,False,0.6305372614390841
57,Campanulaceae,80,2517,164.13269680220398,-84.13269680220398,False,False,0.6305372614390841
58,Campynemataceae,1,4,2.7104852152024015,-1.7104852152024015,False,False,0.6305372614390841
59,Canellaceae,11,23,3.7958996235774043,7.204100376422596,False,False,0.6305372614390841
60,Cannabaceae,13,113,8.828107949496282,4.171892050503718,False,False,0.6305372614390841
61,Cannaceae,1,12,3.1687559644121066,-2.1687559644121066,False,False,0.6305372614390841
62,Capparaceae,37,438,30.145126609300522,6.854873390699478,False,False,0.6305372614390841
63,Caprifoliaceae,133,1120,80.81326930491252,52.186730695087476,False,False,0.6305372614390841
64,Cardiopteridaceae,2,41,4.815640990550826,-2.8156409905508264,False,False,0.6305372614390841
65,Caricaceae,5,44,4.984901957068857,0.01509804293114314,False,False,0.6305372614390841
66,Caryocaraceae,5,26,3.9663876430790994,1.0336123569209006,False,False,0.6305372614390841
67,Caryophyllaceae,106,3403,218.33127154603199,-112.33127154603199,False,False,0.6305372614390841
68,Casuarinaceae,5,91,7.613824711030341,-2.6138247110303414,False,False,0.6305372614390841
69,Celastraceae,165,1365,94.73944926362357,70.26055073637643,False,False,0.6305372614390841
70,Centroplacaceae,4,9,2.9971284849294073,1.0028715150705927,False,False,0.6305372614390841
71,Cephalotaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
72,Cephalotaxaceae,5,8,2.9398602076748177,2.0601397923251823,False,False,0.6305372614390841
73,Ceratophyllaceae,1,6,2.825233505023044,-1.8252335050230442,False,False,0.6305372614390841
74,Cercidiphyllaceae,1,2,2.59561393937378,-1.5956139393737798,False,False,0.6305372614390841
75,Chloranthaceae,18,75,6.723617582622067,11.276382417377933,False,False,0.6305372614390841
76,Chrysobalanaceae,44,546,39.18524714568434,4.814752854315657,False,False,0.6305372614390841
77,Cistaceae,16,292,17.564907744846735,-1.5649077448467352,False,False,0.6305372614390841
78,Cleomaceae,24,225,14.363789307811837,9.636210692188163,False,False,0.6305372614390841
79,Clethraceae,2,100,8.112136578429004,-6.112136578429004,False,False,0.6305372614390841
80,Clusiaceae,129,909,66.80772814334681,62.19227185665319,False,False,0.6305372614390841
81,Colchicaceae,50,295,17.75887769191476,32.24112230808524,False,False,0.6305372614390841
82,Columelliaceae,2,8,2.9398602076748177,-0.9398602076748177,False,False,0.6305372614390841
83,Combretaceae,69,586,42.29362800649716,26.70637199350284,False,False,0.6305372614390841
84,Commelinaceae,8,782,57.34993027639882,-49.34993027639882,False,False,0.6305372614390841
85,Connaraceae,6,241,15.124666931030687,-9.124666931030687,False,False,0.6305372614390841
86,Convolvulaceae,99,1979,130.02534699438874,-31.02534699438874,False,False,0.6305372614390841
87,Coriariaceae,5,17,3.4542284778216934,1.5457715221783066,False,False,0.6305372614390841
88,Cornaceae,22,113,8.828107949496282,13.171892050503718,False,False,0.6305372614390841
89,Corynocarpaceae,1,5,2.7678746534697396,-1.7678746534697396,False,False,0.6305372614390841
90,Costaceae,8,163,11.496646526630293,-3.4966465266302933,False,False,0.6305372614390841
91,Crassulaceae,137,1823,120.48031459456645,16.51968540543355,False,False,0.6305372614390841
92,Crossosomataceae,1,7,2.882561955560574,-1.8825619555605742,False,False,0.6305372614390841
93,Crypteroniaceae,1,12,3.1687559644121066,-2.1687559644121066,False,False,0.6305372614390841
94,Cucurbitaceae,89,1065,77.25346495156268,11.746535048437323,False,False,0.6305372614390841
95,Cunoniaceae,8,337,21.177729525359442,-13.177729525359442,False,False,0.6305372614390841
96,Cupressaceae,101,177,12.193666928328083,88.80633307167192,False,False,0.6305372614390841
97,Cyatheaceae,10,816,59.93386029180559,-49.93386029180559,False,False,0.6305372614390841
98,Cycadaceae,4,119,9.156711798097353,-5.156711798097353,False,False,0.6305372614390841
99,Cymodoceaceae,3,18,3.511239967021812,-0.5112399670218122,False,False,0.6305372614390841
100,Cynomoriaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
101,Cyperaceae,248,6053,389.16994771546854,-141.16994771546854,False,False,0.6305372614390841
102,Cytinaceae,2,12,3.1687559644121066,-1.1687559644121066,False,False,0.6305372614390841
103,Daphniphyllaceae,13,31,4.250044830558568,8.749955169441431,False,False,0.6305372614390841
104,Datiscaceae,2,2,2.59561393937378,-0.5956139393737798,False,False,0.6305372614390841
105,Degeneriaceae,1,2,2.59561393937378,-1.5956139393737798,False,False,0.6305372614390841
106,Dennstaedtiaceae,21,264,16.180867978046507,4.819132021953493,False,False,0.6305372614390841
107,Diapensiaceae,1,19,3.5682245423383003,-2.5682245423383003,False,False,0.6305372614390841
108,Dichapetalaceae,12,209,13.641698192696143,-1.6416981926961434,False,False,0.6305372614390841
109,Didiereaceae,4,20,3.6251825006304155,0.37481749936958453,False,False,0.6305372614390841
110,Didymochlaenaceae,1,20,3.6251825006304155,-2.6251825006304155,False,False,0.6305372614390841
111,Dilleniaceae,12,616,44.65065642200352,-32.65065642200352,False,False,0.6305372614390841
112,Dioncophyllaceae,3,3,2.6530650248952132,0.34693497510478677,False,False,0.6305372614390841
113,Dioscoreaceae,70,658,47.88480241520454,22.11519758479546,False,False,0.6305372614390841
114,Dipentodontaceae,3,21,3.6821141393604644,-0.6821141393604644,False,False,0.6305372614390841
115,Dipteridaceae,2,11,3.1115760932903616,-1.1115760932903616,False,False,0.6305372614390841
116,Dipterocarpaceae,59,538,38.56049710053387,20.439502899466127,False,False,0.6305372614390841
117,Doryanthaceae,1,2,2.59561393937378,-1.5956139393737798,False,False,0.6305372614390841
118,Droseraceae,38,276,16.710078936258988,21.289921063741012,False,False,0.6305372614390841
119,Drosophyllaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
120,Ebenaceae,112,813,59.70600849835658,52.29399150164342,False,False,0.6305372614390841
121,Elaeagnaceae,11,107,8.498279106671998,2.5017208933280024,False,False,0.6305372614390841
122,Elaeocarpaceae,32,791,58.03435208879712,-26.03435208879712,False,False,0.6305372614390841
123,Elatinaceae,1,58,5.772406259301695,-4.772406259301695,False,False,0.6305372614390841
124,Ephedraceae,34,76,6.779402225975666,27.220597774024334,False,False,0.6305372614390841
125,Equisetaceae,13,41,4.815640990550826,8.184359009449174,False,False,0.6305372614390841
126,Ericaceae,260,4709,303.2312688933704,-43.231268893370384,False,False,0.6305372614390841
127,Eriocaulaceae,15,1230,87.57081397363588,-72.57081397363588,False,False,0.6305372614390841
128,Erythroxylaceae,48,283,17.050426126662366,30.949573873337634,False,False,0.6305372614390841
129,Escalloniaceae,6,158,11.240259815723979,-5.240259815723979,False,False,0.6305372614390841
130,Eucommiaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
131,Euphorbiaceae,438,6554,421.1457498528082,16.854250147191806,False,False,0.6305372614390841
132,Eupomatiaceae,2,3,2.6530650248952132,-0.6530650248952132,False,False,0.6305372614390841
133,Eupteleaceae,1,2,2.59561393937378,-1.5956139393737798,False,False,0.6305372614390841
134,Fabaceae,2340,22681,1463.5357767828482,876.4642232171518,True,False,0.6305372614390841
135,Fagaceae,71,1181,84.63739037709226,-13.63739037709226,False,False,0.6305372614390841
136,Fouquieriaceae,3,11,3.1115760932903616,-0.11157609329036156,False,False,0.6305372614390841
137,Francoaceae,6,36,4.533118772946267,1.466881227053733,False,False,0.6305372614390841
138,Frankeniaceae,2,84,7.224990903044969,-5.224990903044969,False,False,0.6305372614390841
139,Garryaceae,7,27,4.023167324389776,2.9768326756102237,False,False,0.6305372614390841
140,Gelsemiaceae,4,14,3.283029343373202,0.7169706566267982,False,False,0.6305372614390841
141,Gentianaceae,180,1896,124.84645449868225,55.15354550131775,False,False,0.6305372614390841
142,Geraniaceae,52,820,60.2375980967851,-8.2375980967851,False,False,0.6305372614390841
143,Gesneriaceae,31,3979,256.0031436519973,-225.00314365199728,False,False,0.6305372614390841
144,Ginkgoaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
145,Gisekiaceae,1,7,2.882561955560574,-1.8825619555605742,False,False,0.6305372614390841
146,Gleicheniaceae,7,164,11.547497534081593,-4.547497534081593,False,False,0.6305372614390841
147,Gnetaceae,15,44,4.984901957068857,10.015098042931143,False,False,0.6305372614390841
148,Gomortegaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
149,Goodeniaceae,10,471,33.09058278070127,-23.09058278070127,False,False,0.6305372614390841
150,Goupiaceae,1,2,2.59561393937378,-1.5956139393737798,False,False,0.6305372614390841
151,Griseliniaceae,2,7,2.882561955560574,-0.8825619555605742,False,False,0.6305372614390841
152,Grossulariaceae,16,198,13.166691823715926,2.833308176284074,False,False,0.6305372614390841
153,Gunneraceae,1,65,6.164739877948306,-5.164739877948306,False,False,0.6305372614390841
154,Gyrostemonaceae,1,20,3.6251825006304155,-2.6251825006304155,False,False,0.6305372614390841
155,Haemodoraceae,16,117,9.047325731178026,6.9526742688219745,False,False,0.6305372614390841
156,Haloragaceae,3,169,11.799430476265309,-8.799430476265309,False,False,0.6305372614390841
157,Hamamelidaceae,6,115,8.937788296310208,-2.9377882963102078,False,False,0.6305372614390841
158,Helwingiaceae,1,4,2.7104852152024015,-1.7104852152024015,False,False,0.6305372614390841
159,Hernandiaceae,10,70,6.44441302842391,3.5555869715760897,False,False,0.6305372614390841
160,Himantandraceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
161,Humiriaceae,1,67,6.276665460911058,-5.276665460911058,False,False,0.6305372614390841
162,Hydrangeaceae,21,226,14.410576078390244,6.589423921609756,False,False,0.6305372614390841
163,Hydrocharitaceae,8,144,10.50641913947602,-2.5064191394760194,False,False,0.6305372614390841
164,Hydrostachyaceae,3,22,3.7390197495417103,-0.7390197495417103,False,False,0.6305372614390841
165,Hymenophyllaceae,16,593,42.84533253467166,-26.845332534671662,False,False,0.6305372614390841
166,Hypericaceae,138,636,46.20018796984951,91.79981203015049,False,False,0.6305372614390841
167,Hypodematiaceae,1,27,4.023167324389776,-3.0231673243897763,False,False,0.6305372614390841
168,Hypoxidaceae,15,166,11.648745159363353,3.3512548406366474,False,False,0.6305372614390841
169,Icacinaceae,13,158,11.240259815723979,1.759740184276021,False,False,0.6305372614390841
170,Iridaceae,104,2613,170.1145159591555,-66.11451595915551,False,False,0.6305372614390841
171,Irvingiaceae,1,12,3.1687559644121066,-2.1687559644121066,False,False,0.6305372614390841
172,Iteaceae,12,23,3.7958996235774043,8.204100376422595,False,False,0.6305372614390841
173,Juglandaceae,17,84,7.224990903044969,9.775009096955031,False,False,0.6305372614390841
174,Juncaceae,6,530,37.935732202652915,-31.935732202652915,False,False,0.6305372614390841
175,Juncaginaceae,1,35,4.476549133619861,-3.4765491336198613,False,False,0.6305372614390841
176,Krameriaceae,9,17,3.4542284778216934,5.545771522178306,False,False,0.6305372614390841
177,Lamiaceae,1228,8229,528.4682768266618,699.5317231733382,True,False,0.6305372614390841
178,Lanariaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
179,Lardizabalaceae,13,41,4.815640990550826,8.184359009449174,False,False,0.6305372614390841
180,Lauraceae,298,3424,219.64707307149592,78.35292692850408,False,False,0.6305372614390841
181,Lecythidaceae,25,395,26.306577295462112,-1.3065772954621124,False,False,0.6305372614390841
182,Lentibulariaceae,5,448,31.054253772532967,-26.054253772532967,False,False,0.6305372614390841
183,Lepidobotryaceae,2,2,2.59561393937378,-0.5956139393737798,False,False,0.6305372614390841
184,Liliaceae,67,805,59.09830299297688,7.901697007023117,False,False,0.6305372614390841
185,Limnanthaceae,2,9,2.9971284849294073,-0.9971284849294073,False,False,0.6305372614390841
186,Linaceae,31,284,17.10339261074197,13.89660738925803,False,False,0.6305372614390841
187,Linderniaceae,7,327,20.302980716291408,-13.302980716291408,False,False,0.6305372614390841
188,Lindsaeaceae,8,270,16.444774014116565,-8.444774014116565,False,False,0.6305372614390841
189,Loasaceae,52,335,21.001886408537754,30.998113591462246,False,False,0.6305372614390841
190,Loganiaceae,94,504,35.85762260552666,58.14237739447334,False,False,0.6305372614390841
191,Loranthaceae,25,1076,77.97840393764504,-52.97840393764504,False,False,0.6305372614390841
192,Lycopodiaceae,68,463,32.39226861557018,35.60773138442982,False,False,0.6305372614390841
193,Lythraceae,40,701,51.16727675939584,-11.16727675939584,False,False,0.6305372614390841
194,Magnoliaceae,47,382,25.18855556867682,21.81144443132318,False,False,0.6305372614390841
195,Malpighiaceae,15,1494,101.63546972866722,-86.63546972866722,False,False,0.6305372614390841
196,Malvaceae,205,5572,358.47410079294355,-153.47410079294355,False,False,0.6305372614390841
197,Marantaceae,2,589,42.52898198896454,-40.52898198896454,False,False,0.6305372614390841
198,Marattiaceae,6,188,12.715334780581939,-6.715334780581939,False,False,0.6305372614390841
199,Marcgraviaceae,1,136,10.07882600006019,-9.07882600006019,False,False,0.6305372614390841
200,Marsileaceae,5,58,5.772406259301695,-0.7724062593016949,False,False,0.6305372614390841
201,Martyniaceae,2,14,3.283029343373202,-1.2830293433732018,False,False,0.6305372614390841
202,Mayacaceae,1,5,2.7678746534697396,-1.7678746534697396,False,False,0.6305372614390841
203,Mazaceae,3,49,5.26659712945719,-2.26659712945719,False,False,0.6305372614390841
204,Melanthiaceae,37,192,12.89855262782015,24.101447372179848,False,False,0.6305372614390841
205,Melastomataceae,81,6012,386.55457086164375,-305.55457086164375,False,False,0.6305372614390841
206,Meliaceae,169,772,56.588905263123046,112.41109473687695,False,False,0.6305372614390841
207,Menispermaceae,148,554,39.80367645929067,108.19632354070933,False,False,0.6305372614390841
208,Menyanthaceae,12,73,6.611991975780994,5.388008024219006,False,False,0.6305372614390841
209,Metteniusaceae,4,66,6.220712067322848,-2.2207120673228484,False,False,0.6305372614390841
210,Microteaceae,1,10,3.054367026776366,-2.054367026776366,False,False,0.6305372614390841
211,Molluginaceae,4,97,7.946249386876121,-3.9462493868761213,False,False,0.6305372614390841
212,Monimiaceae,15,278,16.802504560878592,-1.8025045608785923,False,False,0.6305372614390841
213,Montiaceae,1,278,16.802504560878592,-15.802504560878592,False,False,0.6305372614390841
214,Moraceae,150,1302,91.48524504838551,58.51475495161449,False,False,0.6305372614390841
215,Moringaceae,4,13,3.2259069393158786,0.7740930606841214,False,False,0.6305372614390841
216,Muntingiaceae,1,3,2.6530650248952132,-1.6530650248952132,False,False,0.6305372614390841
217,Musaceae,5,98,8.001570208736288,-3.001570208736288,False,False,0.6305372614390841
218,Myodocarpaceae,1,15,3.3401235085366445,-2.3401235085366445,False,False,0.6305372614390841
219,Myricaceae,10,52,5.435375255400652,4.564624744599348,False,False,0.6305372614390841
220,Myristicaceae,57,541,38.79336814268234,18.20663185731766,False,False,0.6305372614390841
221,Myrothamnaceae,1,2,2.59561393937378,-1.5956139393737798,False,False,0.6305372614390841
222,Myrtaceae,415,6379,409.97101967727895,5.028980322721054,False,False,0.6305372614390841
223,Nartheciaceae,3,37,4.589666336907733,-1.589666336907733,False,False,0.6305372614390841
224,Nelumbonaceae,2,2,2.59561393937378,-0.5956139393737798,False,False,0.6305372614390841
225,Nepenthaceae,6,212,13.770333923596183,-7.7703339235961835,False,False,0.6305372614390841
226,Nitrariaceae,8,17,3.4542284778216934,4.545771522178306,False,False,0.6305372614390841
227,Nothofagaceae,10,42,4.8720819417225405,5.1279180582774595,False,False,0.6305372614390841
228,Nyctaginaceae,15,466,32.655514263763365,-17.655514263763365,False,False,0.6305372614390841
229,Nymphaeaceae,24,101,8.167381246356081,15.832618753643919,False,False,0.6305372614390841
230,Nyssaceae,5,37,4.589666336907733,0.41033366309226693,False,False,0.6305372614390841
231,Ochnaceae,23,643,46.737537102651565,-23.737537102651565,False,False,0.6305372614390841
232,Olacaceae,17,185,12.57559173022751,4.42440826977249,False,False,0.6305372614390841
233,Oleaceae,82,767,56.20813580054114,25.791864199458857,False,False,0.6305372614390841
234,Onagraceae,134,799,58.64241041579879,75.35758958420121,False,False,0.6305372614390841
235,Ophioglossaceae,6,145,10.559498155699442,-4.559498155699442,False,False,0.6305372614390841
236,Orchidaceae,225,31577,2041.375228180009,-1816.375228180009,False,True,0.6305372614390841
237,Orobanchaceae,125,2280,149.24524634459752,-24.24524634459752,False,False,0.6305372614390841
238,Osmundaceae,3,28,4.07992261290205,-1.0799226129020498,False,False,0.6305372614390841
239,Oxalidaceae,7,685,49.944287263231004,-42.944287263231004,False,False,0.6305372614390841
240,Paeoniaceae,13,42,4.8720819417225405,8.127918058277459,False,False,0.6305372614390841
241,Pandaceae,2,17,3.4542284778216934,-1.4542284778216934,False,False,0.6305372614390841
242,Pandanaceae,9,931,68.31831614157173,-59.31831614157173,False,False,0.6305372614390841
243,Papaveraceae,219,1062,77.05581821989257,141.94418178010744,False,False,0.6305372614390841
244,Paracryphiaceae,1,36,4.533118772946267,-3.533118772946267,False,False,0.6305372614390841
245,Passifloraceae,106,1058,76.79165803974676,29.208341960253236,False,False,0.6305372614390841
246,Paulowniaceae,1,11,3.1115760932903616,-2.1115760932903616,False,False,0.6305372614390841
247,Pedaliaceae,21,79,6.9466426848142575,14.053357315185742,False,False,0.6305372614390841
248,Pentadiplandraceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
249,Pentaphylacaceae,10,541,38.79336814268234,-28.79336814268234,False,False,0.6305372614390841
250,Peraceae,4,107,8.498279106671998,-4.498279106671998,False,False,0.6305372614390841
251,Petiveriaceae,2,22,3.7390197495417103,-1.7390197495417103,False,False,0.6305372614390841
252,Phellinaceae,1,10,3.054367026776366,-2.054367026776366,False,False,0.6305372614390841
253,Philydraceae,1,6,2.825233505023044,-1.8252335050230442,False,False,0.6305372614390841
254,Phrymaceae,9,230,14.599117799358373,-5.599117799358373,False,False,0.6305372614390841
255,Phyllanthaceae,91,2101,137.82215908291784,-46.822159082917835,False,False,0.6305372614390841
256,Physenaceae,2,2,2.59561393937378,-0.5956139393737798,False,False,0.6305372614390841
257,Phytolaccaceae,13,34,4.419957166156255,8.580042833843745,False,False,0.6305372614390841
258,Picramniaceae,9,54,5.547796189044764,3.452203810955236,False,False,0.6305372614390841
259,Picrodendraceae,5,98,8.001570208736288,-3.001570208736288,False,False,0.6305372614390841
260,Pinaceae,145,268,16.357158237941924,128.64284176205808,False,False,0.6305372614390841
261,Piperaceae,141,3871,248.9198936560776,-107.91989365607759,False,False,0.6305372614390841
262,Pittosporaceae,13,324,20.042780498312393,-7.042780498312393,False,False,0.6305372614390841
263,Plantaginaceae,275,2208,144.66606752355594,130.33393247644406,False,False,0.6305372614390841
264,Platanaceae,3,10,3.054367026776366,-0.05436702677636607,False,False,0.6305372614390841
265,Plumbaginaceae,29,1139,82.01427450166055,-53.01427450166055,False,False,0.6305372614390841
266,Poaceae,181,12364,794.9815337327634,-613.9815337327634,False,True,0.6305372614390841
267,Podocarpaceae,61,199,13.210631393329155,47.78936860667085,False,False,0.6305372614390841
268,Podostemaceae,3,362,23.416355887096444,-20.416355887096444,False,False,0.6305372614390841
269,Polemoniaceae,5,430,29.412941021371594,-24.412941021371594,False,False,0.6305372614390841
270,Polygalaceae,50,1336,93.24483107029006,-43.24483107029006,False,False,0.6305372614390841
271,Polygonaceae,145,1602,107.70410449642341,37.29589550357659,False,False,0.6305372614390841
272,Polypodiaceae,40,4525,291.39761119541095,-251.39761119541095,False,False,0.6305372614390841
273,Pontederiaceae,4,47,5.153979320590801,-1.1539793205908007,False,False,0.6305372614390841
274,Portulacaceae,6,153,10.980637196923343,-4.980637196923343,False,False,0.6305372614390841
275,Posidoniaceae,1,9,2.9971284849294073,-1.9971284849294073,False,False,0.6305372614390841
276,Potamogetonaceae,6,194,12.98881551491913,-6.98881551491913,False,False,0.6305372614390841
277,Primulaceae,130,3412,218.89364667426906,-88.89364667426906,False,False,0.6305372614390841
278,Proteaceae,53,1875,123.5699565105349,-70.5699565105349,False,False,0.6305372614390841
279,Psilotaceae,4,20,3.6251825006304155,0.37481749936958453,False,False,0.6305372614390841
280,Pteridaceae,104,1421,97.67532169560398,6.324678304396016,False,False,0.6305372614390841
281,Putranjivaceae,10,221,14.177832482221291,-4.177832482221291,False,False,0.6305372614390841
282,Quillajaceae,2,2,2.59561393937378,-0.5956139393737798,False,False,0.6305372614390841
283,Rafflesiaceae,1,50,5.322876212281078,-4.322876212281078,False,False,0.6305372614390841
284,Ranunculaceae,435,4025,259.0097765320685,175.99022346793151,False,False,0.6305372614390841
285,Resedaceae,17,118,9.102038255160855,7.8979617448391455,False,False,0.6305372614390841
286,Restionaceae,6,554,39.80367645929067,-33.80367645929067,False,False,0.6305372614390841
287,Rhabdodendraceae,2,3,2.6530650248952132,-0.6530650248952132,False,False,0.6305372614390841
288,Rhamnaceae,98,1226,87.33935112901626,10.660648870983735,False,False,0.6305372614390841
289,Rhizophoraceae,21,155,11.08484773966037,9.91515226033963,False,False,0.6305372614390841
290,Rosaceae,361,5850,376.2196314735576,-15.219631473557627,False,False,0.6305372614390841
291,Rubiaceae,461,14352,923.5405134457372,-462.54051344573725,False,True,0.6305372614390841
292,Ruppiaceae,2,11,3.1115760932903616,-1.1115760932903616,False,False,0.6305372614390841
293,Rutaceae,596,2224,145.68598208886814,450.3140179111318,True,False,0.6305372614390841
294,Sabiaceae,5,164,11.547497534081593,-6.547497534081593,False,False,0.6305372614390841
295,Salicaceae,118,1618,108.61791657987544,9.382083420124559,False,False,0.6305372614390841
296,Salvadoraceae,3,10,3.054367026776366,-0.05436702677636607,False,False,0.6305372614390841
297,Salviniaceae,4,21,3.6821141393604644,0.3178858606395356,False,False,0.6305372614390841
298,Santalaceae,33,1133,81.63607805838645,-48.636078058386445,False,False,0.6305372614390841
299,Sapindaceae,162,1995,131.04150287757585,30.95849712242415,False,False,0.6305372614390841
300,Sapotaceae,41,1367,94.84297100963126,-53.842971009631256,False,False,0.6305372614390841
301,Sarcolaenaceae,1,72,6.5561510600376565,-5.5561510600376565,False,False,0.6305372614390841
302,Sarraceniaceae,9,53,5.491595436639708,3.5084045633602923,False,False,0.6305372614390841
303,Saururaceae,5,6,2.825233505023044,2.174766494976956,False,False,0.6305372614390841
304,Saxifragaceae,47,908,66.73804798316439,-19.738047983164392,False,False,0.6305372614390841
305,Schisandraceae,44,84,7.224990903044969,36.77500909695503,False,False,0.6305372614390841
306,Schoepfiaceae,1,34,4.419957166156255,-3.419957166156255,False,False,0.6305372614390841
307,Sciadopityaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
