,Region,Species in Data,Species in Underlying Population,Species in Data_prediction,Species in Data_residuals,Species in Data_highlight_high,Species in Data_highlight_low,R2
27,SWC,1,264,1.4895412223658528,-0.48954122236585285,False,False,0.6084830686360556
28,NLA,1,482,1.5313691972300139,-0.5313691972300139,False,False,0.6084830686360556
30,VNA,1,827,1.5975648455242133,-0.5975648455242133,False,False,0.6084830686360556
31,WIN,1,2036,1.8295374217204086,-0.8295374217204086,False,False,0.6084830686360556
25,TRT,2,2569,1.9318049015488385,0.06819509845116145,False,False,0.6084830686360556
29,JAM,1,3086,2.0310024382679726,-1.0310024382679726,False,False,0.6084830686360556
18,ELS,3,3546,2.1192633026602383,0.8807366973397617,False,False,0.6084830686360556
4,BLZ,4,3641,2.137491089871685,1.862508910128315,False,False,0.6084830686360556
33,HAI,1,3714,2.1514977053078486,-1.1514977053078486,False,False,0.6084830686360556
32,DOM,1,3967,2.200041180723595,-1.200041180723595,False,False,0.6084830686360556
19,SUR,3,4495,2.3013493033303702,0.6986506966696298,False,False,0.6084830686360556
12,FRG,4,5161,2.429135685254825,1.570864314745175,False,False,0.6084830686360556
34,PAR,1,5347,2.4648237739003935,-1.4648237739003935,False,False,0.6084830686360556
8,NIC,4,5892,2.569393711060796,1.4306062889392042,False,False,0.6084830686360556
26,CUB,2,6155,2.619855900919852,-0.6198559009198519,False,False,0.6084830686360556
22,GUY,3,6369,2.660916390006689,0.339083609993311,False,False,0.6084830686360556
21,HON,3,6712,2.7267282954122267,0.2732717045877733,False,False,0.6084830686360556
24,MXN,2,7047,2.7910052292631162,-0.7910052292631162,False,False,0.6084830686360556
16,MXC,3,7540,2.8855978513183054,0.11440214868169463,False,False,0.6084830686360556
14,MXG,4,7912,2.9569740286094426,1.0430259713905574,False,False,0.6084830686360556
17,GUA,3,8358,3.0425486927810743,-0.042548692781074315,False,False,0.6084830686360556
7,MXT,4,9348,3.2325014226687774,0.7674985773312226,False,False,0.6084830686360556
23,BZC,3,9971,3.352037332486999,-0.352037332486999,False,False,0.6084830686360556
10,PAN,4,10198,3.395592150350139,0.6044078496498608,False,False,0.6084830686360556
15,COS,3,10799,3.510906888393078,-0.5109068883930781,False,False,0.6084830686360556
20,MXE,3,11401,3.626413497880348,-0.626413497880348,False,False,0.6084830686360556
13,BZE,4,11594,3.6634446866362333,0.33655531336376665,False,False,0.6084830686360556
2,BZN,6,13576,4.043733889300302,1.9562661106996977,True,False,0.6084830686360556
9,MXS,4,14194,4.162310441896868,-0.16231044189686816,False,False,0.6084830686360556
5,BOL,4,14896,4.297004195817239,-0.29700419581723914,False,False,0.6084830686360556
0,VEN,6,16340,4.574066561431223,1.4259334385687774,False,False,0.6084830686360556
3,BZL,5,18428,4.974694137194378,0.02530586280562197,False,False,0.6084830686360556
6,ECU,4,18482,4.985055195188253,-0.9850551951882531,False,False,0.6084830686360556
11,PER,4,20876,5.444395432916698,-1.4443954329166981,False,False,0.6084830686360556
1,CLM,6,25181,6.270402000761711,-0.2704020007617114,False,False,0.6084830686360556
